Iteration	Posterior	Likelihood	Prior	mu	sigma
9041	-30.1647	-24.0959	-6.06879	15.7906	3.07306
9042	-29.9868	-23.9181	-6.06879	15.3815	3.07306
9043	-30.1394	-23.9861	-6.1533	15.0982	3.15756
9044	-30.1848	-24.0315	-6.1533	14.8651	3.15756
9045	-30.1848	-24.0315	-6.1533	14.8651	3.15756
9046	-30.1582	-24.0049	-6.1533	14.9672	3.15756
9047	-30.503	-24.2396	-6.26342	14.6447	3.26768
9048	-30.503	-24.2396	-6.26342	14.6447	3.26768
9049	-30.4589	-24.1955	-6.26342	14.7423	3.26768
9050	-31.0401	-24.7766	-6.26342	13.9802	3.26768
9051	-31.0283	-24.7648	-6.26342	13.9908	3.26768
9052	-30.3218	-24.5791	-5.74267	13.9908	2.74694
9053	-29.8232	-24.0805	-5.74267	14.3686	2.74694
9054	-29.6173	-24.1506	-5.46671	14.3686	2.47098
9055	-30.0536	-25.0257	-5.02791	14.3686	2.03218
9056	-30.7104	-24.5901	-6.12031	14.056	3.12457
9057	-31.1174	-24.9971	-6.12031	13.7444	3.12457
9058	-30.3457	-24.8389	-5.5068	13.9296	2.51107
9059	-32.1773	-25.2993	-6.87801	14.1259	3.88227
9060	-33.2963	-25.9654	-7.33087	14.0123	4.33514
9061	-30.5633	-24.6363	-5.92708	13.9541	2.93134
9062	-31.4082	-25.2524	-6.15582	13.5852	3.16009
9063	-31.5357	-25.3799	-6.15582	13.507	3.16009
9064	-32.1102	-25.9544	-6.15582	13.1928	3.16009
9065	-33.1007	-26.9449	-6.15582	12.7446	3.16009
9066	-33.316	-27.5793	-5.73671	12.7446	2.74098
9067	-33.316	-27.5793	-5.73671	12.7446	2.74098
9068	-33.4181	-26.9219	-6.49625	12.6896	3.50051
9069	-33.4181	-26.9219	-6.49625	12.6896	3.50051
9070	-33.4013	-26.9051	-6.49625	12.6979	3.50051
9071	-33.2282	-27.2192	-6.00901	12.6979	3.01328
9072	-31.3967	-25.3877	-6.00901	13.4984	3.01328
9073	-31.1808	-25.1718	-6.00901	13.6197	3.01328
9074	-31.2319	-25.2229	-6.00901	13.5901	3.01328
9075	-32.1526	-26.1436	-6.00901	13.1297	3.01328
9076	-32.1195	-26.1105	-6.00901	13.1444	3.01328
9077	-33.1043	-26.8231	-6.28117	12.7638	3.28544
9078	-33.1043	-26.8231	-6.28117	12.7638	3.28544
9079	-33.6188	-28.0717	-5.54709	12.7638	2.55136
9080	-33.6188	-28.0717	-5.54709	12.7638	2.55136
9081	-32.8243	-26.5654	-6.25893	12.8853	3.26319
9082	-32.8243	-26.5654	-6.25893	12.8853	3.26319
9083	-33.0523	-26.7934	-6.25893	12.7816	3.26319
9084	-32.3048	-26.6212	-5.68358	13.0949	2.68784
9085	-32.2324	-26.434	-5.79839	13.0949	2.80266
9086	-31.2546	-25.4562	-5.79839	13.5044	2.80266
9087	-30.7768	-24.9784	-5.79839	13.7465	2.80266
9088	-30.4228	-24.6305	-5.79237	13.953	2.79663
9089	-30.4228	-24.6305	-5.79237	13.953	2.79663
9090	-29.8179	-24.0255	-5.79237	14.435	2.79663
9091	-29.7087	-23.9163	-5.79237	14.561	2.79663
9092	-29.825	-23.9539	-5.87103	14.561	2.8753
9093	-29.7166	-23.8455	-5.87103	14.7302	2.8753
9094	-29.8709	-24.9724	-4.89848	14.7302	1.90274
9095	-29.8709	-24.9724	-4.89848	14.7302	1.90274
9096	-29.4068	-24.4246	-4.98217	14.9884	1.98643
9097	-30.6313	-25.937	-4.69432	14.9884	1.69859
9098	-29.064	-23.8157	-5.24831	15.0021	2.25257
9099	-29.064	-23.8157	-5.24831	15.0021	2.25257
9100	-29.0393	-23.791	-5.24831	15.2463	2.25257
9101	-29.4949	-24.561	-4.93385	15.2463	1.93811
9102	-29.512	-24.5782	-4.93385	15.0418	1.93811
9103	-29.7049	-24.771	-4.93385	14.7722	1.93811
9104	-29.4883	-24.5545	-4.93385	15.1651	1.93811
9105	-29.7599	-24.826	-4.93385	15.6274	1.93811
9106	-29.4567	-23.675	-5.78174	15.2724	2.78601
9107	-29.4793	-23.6976	-5.78174	14.9647	2.78601
9108	-29.4655	-23.6838	-5.78174	15.3274	2.78601
9109	-29.5144	-23.7015	-5.81288	15.3274	2.81715
9110	-29.6768	-23.864	-5.81288	14.6456	2.81715
9111	-29.0334	-23.7322	-5.3012	15.0844	2.30547
9112	-29.3531	-23.6402	-5.71289	15.255	2.71715
9113	-29.4272	-23.7143	-5.71289	14.8355	2.71715
9114	-29.4618	-23.7489	-5.71289	14.7672	2.71715
9115	-29.4303	-23.7174	-5.71289	14.8289	2.71715
9116	-29.6	-23.8871	-5.71289	14.5667	2.71715
9117	-31.0544	-24.538	-6.51639	14.6506	3.52066
9118	-29.2855	-23.9868	-5.2987	14.6506	2.30297
9119	-29.1189	-23.8202	-5.2987	14.8611	2.30297
9120	-29.3373	-23.6857	-5.65158	14.8611	2.65585
9121	-29.3152	-23.6823	-5.63284	14.8611	2.6371
9122	-29.2476	-23.6147	-5.63284	15.2455	2.6371
9123	-29.3182	-23.6854	-5.63284	15.4968	2.6371
9124	-29.343	-24.3497	-4.99329	15.2455	1.99756
9125	-29.3406	-24.3473	-4.99329	15.2304	1.99756
9126	-29.4407	-24.4474	-4.99329	15.4635	1.99756
9127	-29.2866	-24.2152	-5.0714	15.4635	2.07566
9128	-29.5319	-23.732	-5.79993	15.4635	2.80419
9129	-29.5022	-23.7023	-5.79993	14.9854	2.80419
9130	-29.0605	-23.6537	-5.40677	15.2894	2.41104
9131	-29.0603	-23.6536	-5.40677	15.0625	2.41104
9132	-29.0741	-23.8817	-5.19244	15.0625	2.19671
9133	-29.2698	-24.0774	-5.19244	14.7266	2.19671
9134	-30.006	-25.2101	-4.79592	15.213	1.80019
9135	-29.9702	-25.1666	-4.80363	15.1379	1.80789
9136	-29.0913	-23.9306	-5.16069	15.0974	2.16496
9137	-29.0858	-23.7381	-5.34778	14.9265	2.35204
9138	-29.4628	-24.4927	-4.97002	15.411	1.97428
9139	-29.2594	-23.6479	-5.61149	15.411	2.61575
9140	-29.2158	-24.1182	-5.09761	15.411	2.10188
9141	-29.2374	-24.1398	-5.09761	14.9027	2.10188
9142	-29.3118	-24.2142	-5.09761	14.8011	2.10188
9143	-29.2329	-24.0707	-5.16215	14.8011	2.16641
9144	-29.2329	-24.0707	-5.16215	14.8011	2.16641
9145	-29.1821	-23.8678	-5.31433	14.7655	2.3186
9146	-29.038	-23.7236	-5.31433	15.0607	2.3186
9147	-29.0367	-23.7224	-5.31433	15.0668	2.3186
9148	-29.2035	-23.8892	-5.31433	14.7383	2.3186
9149	-29.0269	-23.7126	-5.31433	15.1387	2.3186
9150	-29.0567	-23.7424	-5.31433	14.9929	2.3186
9151	-29.1033	-23.9219	-5.18146	14.9929	2.18572
9152	-29.8076	-23.8676	-5.93994	14.7825	2.94421
9153	-29.8454	-23.9054	-5.93994	14.7065	2.94421
9154	-29.7933	-23.8534	-5.93994	14.8153	2.94421
9155	-32.3941	-25.296	-7.09807	14.8153	4.10233
9156	-32.3941	-25.296	-7.09807	14.8153	4.10233
9157	-32.3568	-25.2588	-7.09807	15.1095	4.10233
9158	-30.9411	-24.4277	-6.51347	15.2832	3.51774
9159	-30.9378	-24.4243	-6.51347	15.2338	3.51774
9160	-29.7354	-23.7872	-5.94816	15.2338	2.95243
9161	-29.079	-23.7	-5.37906	14.9604	2.38333
9162	-29.6623	-23.7692	-5.89304	14.9604	2.89731
9163	-29.2566	-23.6642	-5.59239	15.4582	2.59666
9164	-29.3747	-23.6829	-5.69184	15.4582	2.6961
9165	-29.4706	-23.7788	-5.69184	15.6439	2.6961
9166	-29.811	-24.1192	-5.69184	16.0207	2.6961
9167	-30.8047	-24.4915	-6.31316	16.0207	3.31743
9168	-29.8259	-24.1194	-5.70658	16.0207	2.71084
9169	-29.4772	-23.7706	-5.70658	15.6246	2.71084
9170	-29.0913	-23.9364	-5.15488	15.1386	2.15914
9171	-29.0951	-23.9402	-5.15488	15.2453	2.15914
9172	-29.1293	-24.0079	-5.12139	15.2453	2.12566
9173	-29.1293	-24.0079	-5.12139	15.2453	2.12566
9174	-29.2135	-24.0921	-5.12139	15.4601	2.12566
9175	-29.123	-23.7068	-5.4162	15.4601	2.42047
9176	-29.9853	-23.9083	-6.077	15.0831	3.08126
9177	-29.9853	-23.9083	-6.077	15.0831	3.08126
9178	-29.6343	-23.7604	-5.87397	14.9427	2.87823
9179	-29.6381	-23.7642	-5.87397	14.9296	2.87823
9180	-29.7529	-23.879	-5.87397	14.6749	2.87823
9181	-30.462	-25.5469	-4.91505	14.3533	1.91932
9182	-30.462	-25.5469	-4.91505	14.3533	1.91932
9183	-30.9799	-26.0648	-4.91505	14.1471	1.91932
9184	-30.4727	-25.4323	-5.0405	14.161	2.04476
9185	-30.071	-24.3311	-5.73987	14.161	2.74414
9186	-29.8966	-24.2827	-5.61391	14.2137	2.61818
9187	-29.8151	-24.2012	-5.61391	14.2736	2.61818
9188	-30.2098	-25.1094	-5.10037	14.2064	2.10464
9189	-30.0806	-24.9802	-5.10037	14.2674	2.10464
9190	-31.255	-25.0128	-6.24226	13.7755	3.24653
9191	-31.0801	-24.8379	-6.24226	13.914	3.24653
9192	-30.8145	-24.7406	-6.07395	13.914	3.07822
9193	-30.4798	-24.4663	-6.01353	14.1099	3.01779
9194	-30.7277	-24.5618	-6.16587	14.1099	3.17014
9195	-30.9472	-24.6599	-6.28722	14.1099	3.29149
9196	-31.6151	-25.1575	-6.45761	13.7837	3.46188
9197	-31.7169	-25.2593	-6.45761	13.6987	3.46188
9198	-31.5524	-24.9681	-6.58432	14.0996	3.58859
9199	-30.5332	-24.8643	-5.66887	13.8423	2.67314
9200	-30.5332	-24.8643	-5.66887	13.8423	2.67314
9201	-29.8343	-24.1654	-5.66887	14.2931	2.67314
9202	-30.3471	-24.6782	-5.66887	13.9461	2.67314
9203	-29.727	-24.0581	-5.66887	14.3847	2.67314
9204	-29.6089	-24.2977	-5.31124	14.3847	2.3155
9205	-29.167	-23.8558	-5.31124	14.7862	2.3155
9206	-29.0472	-23.6469	-5.4003	15.2046	2.40457
9207	-29.0998	-23.6995	-5.4003	15.4239	2.40457
9208	-29.0998	-23.6995	-5.4003	15.4239	2.40457
9209	-29.2991	-23.8988	-5.4003	14.6351	2.40457
9210	-29.1397	-23.6378	-5.50188	14.9841	2.50615
9211	-29.454	-23.9522	-5.50188	14.5186	2.50615
9212	-29.1651	-23.6632	-5.50188	14.9135	2.50615
9213	-29.3545	-23.8526	-5.50188	14.622	2.50615
9214	-30.664	-24.33	-6.334	14.622	3.33826
9215	-33.3243	-28.8514	-4.47295	14.622	1.47722
9216	-29.8146	-24.8194	-4.99518	14.5548	1.99945
9217	-29.4066	-24.4114	-4.99518	14.9324	1.99945
9218	-29.3917	-23.6768	-5.71491	14.9324	2.71918
9219	-29.6718	-23.9569	-5.71491	14.4875	2.71918
9220	-29.434	-23.7191	-5.71491	14.8267	2.71918
9221	-29.4409	-23.726	-5.71491	14.8124	2.71918
9222	-29.4409	-23.726	-5.71491	14.8124	2.71918
9223	-29.4409	-23.726	-5.71491	14.8124	2.71918
9224	-29.4409	-23.726	-5.71491	14.8124	2.71918
9225	-29.6445	-23.9296	-5.71491	14.5176	2.71918
9226	-29.5266	-24.0921	-5.43459	14.4335	2.43886
9227	-29.8081	-24.3735	-5.43459	14.2346	2.43886
9228	-29.8931	-24.2438	-5.64927	14.2346	2.65354
9229	-29.5081	-23.8588	-5.64927	14.5897	2.65354
9230	-29.9804	-24.3311	-5.64927	14.1714	2.65354
9231	-30.7419	-24.7054	-6.03643	13.9284	3.0407
9232	-30.6875	-25.0091	-5.67849	13.7633	2.68275
9233	-31.5403	-25.8618	-5.67849	13.3806	2.68275
9234	-31.0298	-25.3513	-5.67849	13.5985	2.68275
9235	-30.2078	-24.5293	-5.67849	14.0337	2.68275
9236	-30.2581	-24.5126	-5.74555	14.0337	2.74981
9237	-30.0818	-24.4932	-5.58857	14.0826	2.59284
9238	-29.5847	-23.9961	-5.58857	14.4501	2.59284
9239	-29.5804	-23.9918	-5.58857	14.4541	2.59284
9240	-29.8205	-24.2319	-5.58857	14.2572	2.59284
9241	-30.63	-25.0414	-5.58857	13.7857	2.59284
9242	-29.3976	-23.809	-5.58857	14.6514	2.59284
9243	-29.2141	-23.6255	-5.58857	15.0081	2.59284
9244	-29.2676	-23.679	-5.58857	15.4919	2.59284
9245	-29.2676	-23.679	-5.58857	15.4919	2.59284
9246	-29.2911	-23.7025	-5.58857	15.5383	2.59284
9247	-29.2911	-23.7025	-5.58857	15.5383	2.59284
9248	-29.497	-24.2657	-5.23138	15.8512	2.23565
9249	-29.497	-24.2657	-5.23138	15.8512	2.23565
9250	-29.2626	-24.0312	-5.23138	15.6468	2.23565
9251	-29.2626	-24.0312	-5.23138	15.6468	2.23565
9252	-29.6463	-24.4149	-5.23138	15.9539	2.23565
9253	-29.3616	-23.7315	-5.63005	15.5852	2.63432
9254	-29.7224	-24.4528	-5.26956	16.0224	2.27383
9255	-30.7905	-26.0906	-4.69998	15.5616	1.70425
9256	-30.9708	-26.2708	-4.69998	15.6793	1.70425
9257	-31.0676	-26.3814	-4.68628	15.6793	1.69055
9258	-31.0676	-26.3814	-4.68628	15.6793	1.69055
9259	-33.359	-28.8975	-4.46153	15.6793	1.4658
9260	-33.7121	-29.2505	-4.46153	15.8124	1.4658
9261	-33.9586	-29.4971	-4.46153	15.8907	1.4658
9262	-30.9743	-26.2093	-4.76496	15.8907	1.76923
9263	-29.3527	-23.9907	-5.362	15.7738	2.36627
9264	-29.5131	-23.8689	-5.6442	15.7738	2.64847
9265	-29.3531	-24.0036	-5.34952	15.7738	2.35379
9266	-30.9284	-26.1958	-4.7326	15.7738	1.73687
9267	-29.7393	-24.7283	-5.01101	15.7738	2.01527
9268	-29.3129	-24.3019	-5.01101	15.2829	2.01527
9269	-29.6754	-24.6644	-5.01101	15.7288	2.01527
9270	-31.6837	-24.9018	-6.78186	15.7288	3.78613
9271	-31.5808	-24.799	-6.78186	15.281	3.78613
9272	-29.5155	-23.6973	-5.81824	15.281	2.82251
9273	-29.5187	-23.7004	-5.81824	15.0485	2.82251
9274	-29.5187	-23.7004	-5.81824	15.0485	2.82251
9275	-29.3401	-23.7363	-5.60374	14.755	2.608
9276	-29.383	-23.7793	-5.60374	14.6905	2.608
9277	-29.2417	-23.6379	-5.60374	14.9681	2.608
9278	-29.5153	-23.9116	-5.60374	14.5312	2.608
9279	-30.8696	-24.4625	-6.40711	14.5312	3.41137
9280	-30.8961	-24.4889	-6.40711	14.4851	3.41137
9281	-30.8225	-24.4154	-6.40711	14.6228	3.41137
9282	-30.8225	-24.4154	-6.40711	14.6228	3.41137
9283	-29.5804	-24.5271	-5.05328	14.6228	2.05755
9284	-30.1258	-24.0375	-6.0883	14.6917	3.09257
9285	-30.0705	-23.9822	-6.0883	14.8174	3.09257
9286	-30.2133	-24.125	-6.0883	14.542	3.09257
9287	-29.4554	-23.9133	-5.54207	14.542	2.54634
9288	-30.0445	-24.5024	-5.54207	14.0961	2.54634
9289	-30.1952	-24.6531	-5.54207	14.0091	2.54634
9290	-29.7916	-24.2075	-5.58412	14.2766	2.58839
9291	-30.9721	-24.5972	-6.37489	14.2766	3.37915
9292	-31.3753	-24.81	-6.56539	14.2766	3.56966
9293	-31.3976	-24.8322	-6.56539	14.2455	3.56966
9294	-29.8099	-24.4085	-5.40147	14.2358	2.40574
9295	-29.9519	-24.5505	-5.40147	14.1521	2.40574
9296	-29.7003	-24.2988	-5.40147	14.306	2.40574
9297	-29.3343	-23.9328	-5.40147	14.5989	2.40574
9298	-29.8772	-24.1013	-5.77591	14.3551	2.78017
9299	-29.7834	-24.0075	-5.77591	14.4488	2.78017
9300	-29.8583	-24.393	-5.46538	14.2031	2.46965
9301	-29.7508	-24.2854	-5.46538	14.2731	2.46965
9302	-29.6226	-24.1572	-5.46538	14.3643	2.46965
9303	-29.4248	-24.1953	-5.22953	14.5569	2.2338
9304	-29.1444	-23.9149	-5.22953	14.8546	2.2338
9305	-29.0557	-23.8262	-5.22953	15.055	2.2338
9306	-29.6474	-23.752	-5.89537	15.055	2.89964
9307	-29.222	-24.1656	-5.05633	15.0956	2.0606
9308	-29.2286	-24.1723	-5.05633	15.0659	2.0606
9309	-29.2811	-24.2248	-5.05633	15.4136	2.0606
9310	-29.0885	-23.8353	-5.25313	15.4136	2.2574
9311	-29.1115	-23.8584	-5.25313	15.4587	2.2574
9312	-29.0679	-23.8148	-5.25313	15.3644	2.2574
9313	-29.0457	-23.7926	-5.25313	15.29	2.2574
9314	-29.0431	-23.79	-5.25313	15.2776	2.2574
9315	-29.1028	-23.8496	-5.25313	14.9088	2.2574
9316	-29.3571	-24.104	-5.25313	14.6008	2.2574
9317	-31.0297	-24.5681	-6.46161	14.4593	3.46588
9318	-30.9331	-24.4715	-6.46161	14.6455	3.46588
9319	-31.0397	-24.5781	-6.46161	14.4427	3.46588
9320	-30.5323	-24.2089	-6.32339	14.9205	3.32766
9321	-30.5323	-24.2089	-6.32339	14.9205	3.32766
9322	-30.6778	-24.3544	-6.32339	14.5533	3.32766
9323	-30.5393	-24.2226	-6.31662	14.8389	3.32089
9324	-30.5303	-24.2136	-6.31662	15.4813	3.32089
9325	-29.1957	-23.8492	-5.34657	15.6042	2.35084
9326	-29.1169	-23.7704	-5.34657	15.4865	2.35084
9327	-29.034	-23.6874	-5.34657	15.2461	2.35084
9328	-29.5407	-23.7047	-5.83602	15.2461	2.84029
9329	-29.1865	-23.6181	-5.56837	15.0364	2.57264
9330	-29.0441	-23.7485	-5.2956	15.0364	2.29987
9331	-29.0553	-23.7597	-5.2956	15.3521	2.29987
9332	-29.045	-23.7494	-5.2956	15.3179	2.29987
9333	-29.1366	-23.841	-5.2956	15.5179	2.29987
9334	-32.4406	-25.3222	-7.1184	15.5179	4.12267
9335	-33.329	-25.8528	-7.47626	15.5179	4.48052
9336	-32.1768	-25.2374	-6.93936	15.9919	3.94363
9337	-32.0503	-25.1109	-6.93936	15.6978	3.94363
9338	-29.6252	-23.8443	-5.78092	15.6978	2.78519
9339	-29.9311	-24.1502	-5.78092	16.0401	2.78519
9340	-30.5392	-25.6194	-4.91977	16.0401	1.92404
9341	-29.6917	-24.266	-5.42564	16.0401	2.42991
9342	-29.7381	-24.3124	-5.42564	16.0713	2.42991
9343	-29.7381	-24.3124	-5.42564	16.0713	2.42991
9344	-30.1471	-24.0656	-6.08152	15.7229	3.08578
9345	-29.672	-24.448	-5.22394	15.9655	2.2282
9346	-30.2673	-24.2141	-6.05324	15.9655	3.05751
9347	-30.4687	-24.4155	-6.05324	16.1758	3.05751
9348	-29.9884	-24.8884	-5.09999	16.0373	2.10426
9349	-30.4633	-24.3349	-6.12843	16.0373	3.1327
9350	-30.282	-24.1536	-6.12843	15.7974	3.1327
9351	-30.116	-23.9876	-6.12843	15.4223	3.1327
9352	-30.0993	-23.9708	-6.12843	15.0085	3.1327
9353	-30.1024	-23.974	-6.12843	14.9909	3.1327
9354	-30.1821	-24.0537	-6.12843	15.612	3.1327
9355	-30.4934	-24.2144	-6.27902	15.612	3.28329
9356	-29.3707	-23.7473	-5.62336	15.612	2.62763
9357	-29.2801	-23.6567	-5.62336	15.4313	2.62763
9358	-29.3432	-23.7199	-5.62336	15.5663	2.62763
9359	-29.1631	-23.6235	-5.53962	15.3346	2.54389
9360	-29.1632	-23.6236	-5.53962	15.0161	2.54389
9361	-29.2657	-23.7315	-5.53422	14.7708	2.53848
9362	-29.2547	-23.7204	-5.53422	14.7888	2.53848
9363	-29.7219	-24.1876	-5.53422	14.3086	2.53848
9364	-29.3507	-23.8165	-5.53422	14.6527	2.53848
9365	-29.2888	-23.7546	-5.53422	14.7356	2.53848
9366	-29.1693	-23.6351	-5.53422	15.3747	2.53848
9367	-29.4439	-23.9097	-5.53422	15.8029	2.53848
9368	-29.1799	-23.6457	-5.53422	15.4063	2.53848
9369	-29.3367	-23.8025	-5.53422	15.6809	2.53848
9370	-29.5338	-23.8116	-5.7222	15.6809	2.72647
9371	-31.4865	-24.7784	-6.70805	15.6685	3.71232
9372	-29.4011	-23.785	-5.61609	15.6685	2.62035
9373	-29.7258	-24.7638	-4.96206	15.6685	1.96633
9374	-29.8813	-24.9192	-4.96206	15.7782	1.96633
9375	-30.6837	-25.9095	-4.77424	15.7782	1.77851
9376	-30.008	-25.1343	-4.87376	15.6552	1.87803
9377	-30.2852	-25.4745	-4.81068	15.6552	1.81495
9378	-30.1051	-25.2549	-4.85013	15.6552	1.8544
9379	-30.4325	-25.577	-4.85544	15.8627	1.85971
9380	-29.5366	-24.3313	-5.20527	15.8627	2.20953
9381	-29.4697	-24.0052	-5.46441	15.8627	2.46868
9382	-29.6158	-24.1514	-5.46441	15.982	2.46868
9383	-29.3167	-23.8523	-5.46441	15.71	2.46868
9384	-29.3621	-24.1752	-5.18684	15.71	2.19111
9385	-29.4509	-24.264	-5.18684	15.7846	2.19111
9386	-29.3664	-23.9716	-5.39474	15.7846	2.39901
9387	-29.5115	-24.1882	-5.3233	15.9007	2.32757
9388	-29.5115	-24.1882	-5.3233	15.9007	2.32757
9389	-29.7677	-24.4444	-5.3233	16.0719	2.32757
9390	-29.8393	-24.6036	-5.23565	16.0719	2.23991
9391	-29.8393	-24.6036	-5.23565	16.0719	2.23991
9392	-30.0472	-24.9426	-5.1046	16.0719	2.10887
9393	-29.6345	-24.5299	-5.1046	15.8361	2.10887
9394	-29.7383	-23.9517	-5.78661	15.8361	2.79087
9395	-29.7383	-23.9517	-5.78661	15.8361	2.79087
9396	-29.6074	-23.8208	-5.78661	15.6577	2.79087
9397	-30.0878	-25.2327	-4.85501	15.6577	1.85928
9398	-29.6073	-24.6057	-5.00163	15.6577	2.0059
9399	-29.3317	-23.9962	-5.33547	15.7525	2.33974
9400	-30.2958	-25.4549	-4.84097	15.7525	1.84524
9401	-29.526	-23.8538	-5.67223	15.7525	2.67649
9402	-29.2939	-23.6216	-5.67223	15.1582	2.67649
9403	-29.3238	-23.6516	-5.67223	15.3834	2.67649
9404	-29.2821	-23.6434	-5.63871	15.3834	2.64298
9405	-29.2681	-23.6294	-5.63871	15.022	2.64298
9406	-29.2748	-23.6361	-5.63871	14.9941	2.64298
9407	-29.2748	-23.6361	-5.63871	14.9941	2.64298
9408	-29.43	-23.7913	-5.63871	14.6758	2.64298
9409	-29.4531	-23.6743	-5.77877	15.0712	2.78304
9410	-29.4472	-23.6684	-5.77877	15.2167	2.78304
9411	-29.4461	-23.6674	-5.77877	15.1648	2.78304
9412	-29.1513	-23.9814	-5.1699	15.4404	2.17417
9413	-29.1066	-23.9367	-5.1699	15.3426	2.17417
9414	-29.4162	-23.6641	-5.75215	15.049	2.75642
9415	-29.4162	-23.6641	-5.75215	15.049	2.75642
9416	-29.4861	-23.734	-5.75215	15.5252	2.75642
9417	-29.8653	-24.1131	-5.75215	16.0113	2.75642
9418	-29.5968	-24.4724	-5.12443	15.8326	2.1287
9419	-29.4735	-24.2436	-5.22989	15.8326	2.23416
9420	-29.4237	-24.0964	-5.32726	15.8326	2.33153
9421	-29.4237	-24.0964	-5.32726	15.8326	2.33153
9422	-29.8777	-24.5505	-5.32726	16.1375	2.33153
9423	-30.2398	-24.9125	-5.32726	16.3241	2.33153
9424	-30.6873	-25.6044	-5.08289	16.3241	2.08716
9425	-30.6873	-25.6044	-5.08289	16.3241	2.08716
9426	-30.109	-24.5047	-5.60425	16.2813	2.60852
9427	-30.0757	-24.4715	-5.60425	16.2606	2.60852
9428	-29.5942	-23.99	-5.60425	15.8981	2.60852
9429	-29.5577	-24.3461	-5.21157	15.8819	2.21584
9430	-30.1821	-24.1391	-6.043	15.8819	3.04726
9431	-30.0614	-24.0184	-6.043	15.6998	3.04726
9432	-30.5416	-24.4986	-6.043	16.2556	3.04726
9433	-30.1615	-24.1185	-6.043	15.8542	3.04726
9434	-30.0032	-23.9602	-6.043	15.5838	3.04726
9435	-32.3578	-25.3537	-7.00407	16.0453	4.00834
9436	-30.2476	-24.2487	-5.99886	16.0453	3.00313
9437	-29.5982	-24.1894	-5.40879	15.9744	2.41306
9438	-30.1058	-24.1536	-5.95218	15.9744	2.95645
9439	-30.3182	-24.366	-5.95218	16.1802	2.95645
9440	-30.511	-25.4907	-5.02033	16.1802	2.02459
9441	-29.9314	-24.37	-5.56138	16.1802	2.56565
9442	-30.0498	-24.4884	-5.56138	16.255	2.56565
9443	-30.0498	-24.4884	-5.56138	16.255	2.56565
9444	-30.0458	-24.6218	-5.42404	16.255	2.4283
9445	-30.7079	-25.2383	-5.46962	16.5846	2.47388
9446	-32.9692	-25.8603	-7.10888	16.5846	4.11315
9447	-32.7637	-25.6548	-7.10888	16.3115	4.11315
9448	-32.6272	-25.5183	-7.10888	16.0857	4.11315
9449	-32.4493	-25.3404	-7.10888	15.6512	4.11315
9450	-32.3941	-25.2852	-7.10888	15.3742	4.11315
9451	-32.4973	-25.3885	-7.10888	15.7992	4.11315
9452	-32.4383	-25.3294	-7.10888	15.6105	4.11315
9453	-32.5623	-25.4535	-7.10888	15.9558	4.11315
9454	-32.3914	-25.2825	-7.10888	15.3495	4.11315
9455	-29.1043	-23.6443	-5.45995	15.3495	2.46421
9456	-29.2346	-23.7747	-5.45995	15.6098	2.46421
9457	-29.2841	-23.7508	-5.5333	15.6098	2.53756
9458	-29.3246	-23.7913	-5.5333	15.6662	2.53756
9459	-29.6633	-23.8426	-5.82068	15.6662	2.82495
9460	-29.6633	-23.8426	-5.82068	15.6662	2.82495
9461	-29.514	-23.6933	-5.82068	15.127	2.82495
9462	-29.6348	-23.8142	-5.82068	14.7337	2.82495
9463	-29.5284	-24.6071	-4.9213	15.1259	1.92557
9464	-29.8738	-24.9525	-4.9213	14.6671	1.92557
9465	-29.4626	-24.3752	-5.08737	14.6671	2.09164
9466	-30.606	-25.5186	-5.08737	14.0535	2.09164
9467	-32.0299	-26.9426	-5.08737	13.5929	2.09164
9468	-31.0678	-25.5404	-5.52735	13.6005	2.53162
9469	-31.0678	-25.5404	-5.52735	13.6005	2.53162
9470	-30.9668	-25.4395	-5.52735	13.6421	2.53162
9471	-30.0186	-24.4912	-5.52735	14.1097	2.53162
9472	-30.1012	-24.8071	-5.2941	14.1097	2.29837
9473	-30.0789	-24.4176	-5.6613	14.1097	2.66557
9474	-30.0789	-24.4176	-5.6613	14.1097	2.66557
9475	-29.3155	-23.6542	-5.6613	14.9495	2.66557
9476	-29.3629	-23.7016	-5.6613	14.8313	2.66557
9477	-29.474	-23.8127	-5.6613	14.6499	2.66557
9478	-30.9111	-24.5291	-6.38207	14.379	3.38633
9479	-31.9416	-25.117	-6.8245	14.3013	3.82877
9480	-29.9654	-24.0278	-5.93755	14.5161	2.94182
9481	-29.9193	-23.9818	-5.93755	14.5796	2.94182
9482	-29.7009	-24.6755	-5.02547	14.5796	2.02974
9483	-30.3129	-25.2874	-5.02547	14.2485	2.02974
9484	-29.7892	-24.3125	-5.47671	14.2485	2.48098
9485	-30.1818	-25.108	-5.07384	14.2485	2.07811
9486	-29.4017	-24.3279	-5.07384	14.7447	2.07811
9487	-29.4017	-24.3279	-5.07384	14.7447	2.07811
9488	-29.4017	-24.3279	-5.07384	14.7447	2.07811
9489	-29.1881	-24.1142	-5.07384	15.141	2.07811
9490	-29.4092	-24.3354	-5.07384	14.7372	2.07811
9491	-29.3714	-24.2975	-5.07384	14.7762	2.07811
9492	-29.1065	-23.9644	-5.14209	15.1105	2.14636
9493	-29.2432	-24.1011	-5.14209	14.8148	2.14636
9494	-29.1189	-23.9768	-5.14209	15.0505	2.14636
9495	-29.1099	-23.9678	-5.14209	15.2615	2.14636
