Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	norm_gamma_rates[1]	alpha	pinvar
6320	-5227.13	-5231.68	4.54516	0.00585502	0.00141072	0.00244243	0.00667821	0.0239453	0.0398236	1.26534	0.0289621	0.000666206	0.0314693	0.019505	0.0181665	0.0623785	0.00992468	0.00531384	0.007301	0.027444	0.0214378	0.030707	0.0213131	0.0192296	0.0138682	0.0230098	1.68619	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6330	-5228.64	-5233.05	4.40539	0.00585502	0.00141072	0.00320923	0.00667821	0.0239453	0.043844	1.26534	0.0289621	0.000666206	0.0314693	0.0246063	0.0273856	0.0623785	0.00992468	0.00531384	0.007301	0.027444	0.0214378	0.030707	0.0213131	0.0192296	0.0138682	0.0178791	1.70017	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6340	-5228.3	-5232.68	4.38472	0.00380695	0.00127673	0.00320923	0.00667821	0.0239453	0.043844	1.26534	0.0289621	0.000666206	0.0314693	0.0246063	0.0273856	0.0673099	0.00924225	0.00531384	0.007301	0.027444	0.0214378	0.030707	0.0213131	0.0192296	0.0138682	0.0178791	1.70224	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.00969224
6350	-5228.98	-5233.46	4.47989	0.00380695	0.00127673	0.00320923	0.00667821	0.0239453	0.043844	1.26534	0.0289621	0.000618823	0.0314693	0.017058	0.0240004	0.0589501	0.0135241	0.00351755	0.007301	0.027444	0.0214378	0.030707	0.0213131	0.0192296	0.0212063	0.0178791	1.69272	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6360	-5229.15	-5233.69	4.54193	0.00380695	0.00127673	0.00320923	0.00667821	0.0163312	0.043844	1.26534	0.0233348	0.000618823	0.0314693	0.017058	0.0289838	0.0589501	0.0135241	0.00351755	0.007301	0.0238357	0.0253662	0.0242128	0.0213131	0.0274579	0.0212063	0.0178791	1.68651	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6370	-5228.22	-5232.85	4.63586	0.00380695	0.000842449	0.00320923	0.00667821	0.0156045	0.043844	1.26534	0.0233348	0.000618823	0.0314693	0.017058	0.0289838	0.0589501	0.0135241	0.00260679	0.007301	0.0238357	0.0253662	0.0242128	0.0213131	0.0198746	0.0214678	0.0178791	1.67712	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6380	-5227.95	-5230.92	2.96481	0.0030555	0.000842449	0.00369142	0.00667821	0.0156045	0.043844	1.44138	0.0233348	0.000618823	0.0314693	0.017058	0.0305504	0.0589501	0.0135241	0.00260679	0.007301	0.0238357	0.0203981	0.0242128	0.0213131	0.0198746	0.0162042	0.0178791	1.84423	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6390	-5227.15	-5230.17	3.01655	0.0030555	0.000647303	0.003532	0.00667821	0.0156045	0.0384762	1.44138	0.0219553	0.000618823	0.0314693	0.017058	0.0203057	0.0589501	0.0135241	0.00260679	0.00949336	0.0238357	0.0203981	0.0242128	0.0213131	0.0198746	0.0162042	0.0278589	1.83905	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6400	-5226.92	-5229.88	2.96147	0.0030555	0.000647303	0.003532	0.00667821	0.0156045	0.0384762	1.44138	0.0219553	0.000618823	0.0314693	0.0244318	0.0203057	0.0589501	0.0135241	0.00199065	0.0088611	0.0326175	0.0276824	0.0242128	0.0213131	0.0194591	0.0112901	0.016505	1.84456	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6410	-5227.65	-5230.45	2.7921	0.0030555	0.000631334	0.003532	0.00667821	0.0156045	0.0384762	1.44138	0.0188856	0.000618823	0.0229557	0.0244318	0.0203057	0.0832869	0.0135241	0.00210974	0.0088611	0.0326175	0.0276824	0.0221635	0.0213131	0.0194591	0.0161972	0.0177281	1.8615	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6420	-5226.64	-5229.61	2.97484	0.0030555	0.000631334	0.00301812	0.00667821	0.0156045	0.0384762	1.44138	0.0188856	0.000618823	0.0229557	0.0244318	0.0203057	0.0832869	0.0102204	0.00210974	0.0088611	0.0208887	0.0276824	0.0221635	0.0213131	0.0167314	0.0161972	0.0177281	1.84322	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6430	-5226.85	-5229.89	3.03891	0.00259614	0.000631334	0.00301812	0.00442719	0.0156045	0.0384762	1.44138	0.0188856	0.000410223	0.0196567	0.0244318	0.0203057	0.0832869	0.0102204	0.00210974	0.0088611	0.0208887	0.0274929	0.0221635	0.0213131	0.0167314	0.0161972	0.0177281	1.83682	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6440	-5226.52	-5229.43	2.90804	0.00259614	0.000631334	0.00172314	0.00442719	0.0247381	0.0384762	1.44138	0.0197979	0.000410223	0.0215372	0.0244318	0.0203057	0.0832869	0.0102204	0.00210974	0.0088611	0.0208887	0.0274929	0.0221635	0.0237692	0.0167314	0.0161972	0.0177281	1.8499	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6450	-5226.53	-5229.36	2.83261	0.00259614	0.000631334	0.00172314	0.00442719	0.0247381	0.0384762	1.44138	0.0197979	0.000410223	0.0215372	0.0244318	0.0203057	0.0832869	0.0102204	0.00296264	0.0088611	0.0218676	0.0346062	0.0221635	0.0237692	0.0162221	0.0153045	0.0177281	1.85745	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6460	-5226.34	-5229.21	2.8676	0.00259614	0.000631334	0.00172314	0.00442719	0.0247381	0.0384762	1.44138	0.0197979	0.000255744	0.0215372	0.0244318	0.0203057	0.0832869	0.0102204	0.00309645	0.0088611	0.0289166	0.0233814	0.0221635	0.0237692	0.0162221	0.0153045	0.0184249	1.85395	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6470	-5226.02	-5228.92	2.90366	0.00259614	0.000631334	0.00121292	0.00442719	0.0247381	0.0384762	1.44138	0.0197979	0.000255744	0.0209218	0.0219515	0.0203057	0.0832869	0.0102204	0.00309645	0.0088611	0.0289166	0.0233814	0.0221635	0.0237692	0.0162221	0.0153045	0.0184249	1.85034	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6480	-5226.4	-5229.18	2.78404	0.00217868	0.000631334	0.00121292	0.00442719	0.0320869	0.0384762	1.44138	0.0200663	0.000255744	0.0209218	0.0219515	0.0203057	0.0832869	0.00643069	0.00309645	0.0088611	0.0289166	0.0328002	0.0221635	0.0229026	0.0162221	0.0153045	0.0184249	1.8623	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6490	-5225.92	-5229.81	3.88496	0.00305216	0.000631334	0.00121292	0.00442719	0.0320869	0.0384762	1.33045	0.0200663	0.000255744	0.0243116	0.0219515	0.0203057	0.0832869	0.00643069	0.00309645	0.0088611	0.0260887	0.0328002	0.0210321	0.0229026	0.0119122	0.0201488	0.0184249	1.75221	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6500	-5225.16	-5229.33	4.16499	0.00305216	0.000458503	0.00121292	0.00442719	0.0320869	0.0384762	1.33045	0.0200663	0.000255744	0.0243116	0.0219515	0.0203057	0.0639285	0.0105089	0.00309645	0.0083408	0.0140589	0.0328002	0.0210321	0.0229026	0.0119122	0.0201488	0.0184249	1.72421	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6510	-5225.2	-5229.45	4.25241	0.00305216	0.000671362	0.00121292	0.00442719	0.0320869	0.0384762	1.33045	0.0149601	0.000221991	0.0243116	0.0219515	0.0137793	0.0639285	0.00665442	0.00309645	0.0083408	0.0140589	0.0328002	0.0210321	0.0320572	0.0119122	0.0175602	0.0184249	1.71547	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6520	-5227.7	-5231.56	3.85864	0.00305216	0.000671362	0.00166	0.00442719	0.0320869	0.0597493	1.33045	0.0221973	0.0002297	0.0243116	0.0219515	0.0137793	0.0639285	0.00748578	0.00309645	0.0083408	0.0204201	0.0328002	0.0229069	0.0320572	0.0132563	0.0175602	0.0184249	1.75484	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6530	-5226.63	-5230.59	3.95927	0.00305216	0.000671362	0.00166	0.00491249	0.0320869	0.0597493	1.33045	0.0169434	0.0002297	0.0243116	0.0166288	0.0197207	0.0639285	0.00748578	0.00309645	0.0083408	0.0204201	0.0328002	0.0229069	0.0257992	0.0132563	0.0175602	0.0187699	1.74478	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6540	-5225.7	-5229.76	4.06665	0.00277155	0.000671362	0.00166	0.00491249	0.0320869	0.0597493	1.33045	0.0169434	0.0002297	0.0243116	0.0166288	0.012186	0.0639285	0.00748578	0.00335032	0.00597477	0.0238438	0.0324856	0.0229069	0.0257992	0.00933711	0.0175602	0.0187699	1.73404	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.015327
6550	-5225.58	-5229.57	3.98807	0.00277155	0.000671362	0.00166	0.00491249	0.0320869	0.0597493	1.33045	0.0191711	0.000383161	0.0243116	0.0154935	0.0187979	0.0639285	0.00748578	0.00335032	0.00597477	0.0238438	0.0324856	0.0229069	0.0257992	0.00933711	0.0175602	0.0187699	1.7419	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0103754
6560	-5225.54	-5229.58	4.03868	0.00172314	0.000671362	0.00166	0.00491249	0.0320869	0.0597493	1.33045	0.0191711	0.000383161	0.0207962	0.0154935	0.0187979	0.0639285	0.00748578	0.00335032	0.00597477	0.0238438	0.0356742	0.0229069	0.0233827	0.00806822	0.0175602	0.0187699	1.73684	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.012284
6570	-5226.28	-5230.47	4.18586	0.0022604	0.000671362	0.00166	0.00491249	0.0357872	0.0597493	1.33045	0.0191711	0.000383161	0.0207962	0.0154935	0.0187979	0.0516724	0.0104455	0.00335032	0.00597477	0.0238438	0.0356742	0.0229069	0.019866	0.00806822	0.0175602	0.012627	1.72212	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6580	-5226.56	-5230.67	4.10849	0.00212467	0.000671362	0.00166	0.00491249	0.0357872	0.0597493	1.33045	0.0191711	0.000383161	0.0207962	0.0154935	0.0172677	0.0530581	0.0145808	0.00210446	0.00597477	0.0238438	0.0356742	0.0229069	0.019866	0.00806822	0.0175602	0.0177547	1.72986	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6590	-5226.62	-5230.62	4.00068	0.00212467	0.000671362	0.00166	0.00491249	0.0357872	0.0597493	1.33045	0.0191711	0.000383161	0.0207962	0.0154935	0.0172677	0.067302	0.0121429	0.00210446	0.00495013	0.0238438	0.0356742	0.0229069	0.019866	0.00806822	0.0175602	0.0177547	1.74064	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6600	-5226.83	-5230.76	3.93556	0.00212467	0.000569008	0.00166	0.00491249	0.0357872	0.0597493	1.33045	0.0191711	0.000383161	0.0207962	0.0154935	0.0109891	0.067302	0.0121429	0.00210446	0.00495013	0.0292532	0.0356742	0.0229069	0.0232604	0.0108129	0.0175602	0.0190996	1.74715	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6610	-5227.33	-5231.11	3.78633	0.00212467	0.000569008	0.00218997	0.0061608	0.0357872	0.0597493	1.33045	0.0191711	0.000503371	0.0336496	0.0154935	0.0109891	0.067302	0.0140391	0.00210446	0.00495013	0.0292532	0.0356742	0.0229069	0.0232604	0.00908722	0.0175602	0.0190996	1.76207	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6620	-5226.32	-5230.43	4.103	0.00212467	0.000569008	0.00218997	0.0061608	0.0357872	0.0597493	1.33045	0.0191711	0.000519696	0.0336496	0.0154935	0.0109891	0.0416817	0.0140391	0.00210446	0.0069388	0.0292532	0.0356742	0.0148555	0.0232604	0.00908722	0.0175602	0.0190996	1.73041	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6630	-5226.37	-5230.53	4.1656	0.00212467	0.000569008	0.00218997	0.0061608	0.0357872	0.0597493	1.33045	0.0191711	0.000519696	0.0219496	0.0154935	0.0109891	0.0416817	0.0215579	0.00340001	0.0069388	0.0258788	0.0356742	0.0148555	0.0232604	0.00908722	0.0175602	0.0190996	1.72415	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6640	-5230.05	-5234.23	4.1786	0.00402843	0.000813882	0.00289587	0.0061608	0.0357872	0.0602074	1.33045	0.0191711	0.000519696	0.032089	0.0178737	0.0109891	0.0245499	0.0215579	0.00340001	0.0069388	0.0258788	0.0356742	0.0148555	0.0232604	0.00908722	0.0175602	0.0190996	1.72285	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6650	-5231.07	-5235.24	4.16913	0.00402843	0.000813882	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0191711	0.000737119	0.0435118	0.0164079	0.00680512	0.0245499	0.0215579	0.00340001	0.0069388	0.0258788	0.0356742	0.0148555	0.0232604	0.00908722	0.0175602	0.0146817	1.72379	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6660	-5229.04	-5233.17	4.12902	0.00402843	0.000813882	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0191711	0.000792516	0.0435118	0.0210521	0.00736344	0.0355874	0.0215579	0.00259849	0.0069388	0.0258788	0.024191	0.0148555	0.0232604	0.00908722	0.0175602	0.0146817	1.72781	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6670	-5228.14	-5232.17	4.02976	0.00402843	0.000813882	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0191711	0.000764612	0.0435118	0.0247569	0.0116694	0.0448423	0.0215579	0.00259849	0.0069388	0.0258788	0.024191	0.0148555	0.0178238	0.00908722	0.0175602	0.012807	1.73773	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6680	-5227.27	-5231.32	4.05287	0.00402843	0.000546641	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0191711	0.000764612	0.0435118	0.0247569	0.0120588	0.0448423	0.014419	0.00318666	0.0069388	0.0258788	0.028308	0.0148555	0.0178238	0.00908722	0.0175602	0.012807	1.73542	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6690	-5227.36	-5231.46	4.10004	0.00402843	0.000511879	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0227611	0.000764612	0.0435118	0.0247569	0.0115958	0.0448423	0.014419	0.00337092	0.0069388	0.0245704	0.028308	0.0146047	0.0113896	0.00908722	0.0175602	0.012807	1.7307	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6700	-5227.54	-5231.66	4.12278	0.00402843	0.000511879	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0227981	0.000764612	0.0417061	0.0247569	0.0115958	0.0448423	0.0197068	0.00166243	0.0069388	0.0245704	0.028308	0.0105198	0.0113896	0.00908722	0.0175602	0.012807	1.72843	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6710	-5228.21	-5232.18	3.96076	0.00402843	0.000511879	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0227981	0.000764612	0.0417061	0.0297498	0.0115958	0.0542128	0.023839	0.00166243	0.00840858	0.0245704	0.028308	0.00675717	0.0113896	0.00908722	0.0175602	0.012807	1.74463	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6720	-5227.91	-5231.71	3.79783	0.00402843	0.000511879	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0227981	0.000764612	0.0258951	0.0297498	0.0135272	0.0759654	0.023839	0.00166243	0.00840858	0.0245704	0.028308	0.00675717	0.0113896	0.0124896	0.0175602	0.0178246	1.76092	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6730	-5228.47	-5232.21	3.73489	0.00402843	0.000511879	0.00227004	0.0061608	0.0357872	0.0602074	1.33045	0.0227981	0.000624913	0.0258951	0.0297498	0.0135272	0.0759654	0.023839	0.000894891	0.00840858	0.0245704	0.028308	0.00730543	0.0113896	0.0124896	0.0175602	0.0244775	1.76722	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6740	-5229.1	-5232.81	3.71101	0.00433808	0.000643795	0.00227004	0.00459817	0.0357872	0.0602074	1.33045	0.0227981	0.000624913	0.0258951	0.0297498	0.0135272	0.0759654	0.023839	0.000739051	0.00718667	0.0245704	0.029599	0.00730543	0.0113896	0.016085	0.0175602	0.0244775	1.76961	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6750	-5231.9	-5235.52	3.62038	0.00433808	0.000643795	0.00227004	0.00289479	0.0357872	0.0602074	1.33045	0.0373327	0.000786526	0.0220347	0.0297498	0.0135272	0.0759654	0.023839	0.000739051	0.00718667	0.0245704	0.029599	0.00730543	0.00801217	0.016085	0.0175602	0.027786	1.77867	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6760	-5231.23	-5235.06	3.83167	0.00433808	0.000643795	0.00227004	0.001836	0.0357872	0.0602074	1.33045	0.0373327	0.00174009	0.0220347	0.0188246	0.0135272	0.0665147	0.023839	0.000739051	0.00718667	0.0245704	0.029599	0.00730543	0.00801217	0.016085	0.016912	0.027786	1.75754	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.0179925
6770	-5230.66	-5235.51	4.85844	0.00433808	0.000643795	0.00227004	0.001836	0.0357872	0.0602074	1.22434	0.0373327	0.00174009	0.0220347	0.0188246	0.0135272	0.0665147	0.023839	0.00125096	0.00718667	0.0245704	0.029599	0.0060132	0.00708353	0.016085	0.026734	0.0231031	1.65486	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0852157	3.91106	0.000664001
6780	-5233.59	-5238.14	4.54881	0.00319463	0.000643795	0.00197177	0.001836	0.0357872	0.0602074	1.22434	0.0373327	0.00174009	0.0220347	0.0188246	0.0147221	0.0665147	0.023839	0.00125096	0.00718667	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.026734	0.0176805	1.68583	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000664001
6790	-5235.06	-5239.79	4.73617	0.00319463	0.000643795	0.00197177	0.001836	0.0572397	0.0430188	1.22434	0.0373327	0.00207478	0.0220347	0.0131256	0.0147221	0.0463962	0.023839	0.00125096	0.0136205	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.026734	0.01373	1.66709	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000664001
6800	-5233.31	-5238.13	4.81962	0.00319463	0.000900546	0.00235601	0.001836	0.0393958	0.0430188	1.22434	0.0373327	0.00214257	0.0220347	0.0131256	0.0147221	0.0463962	0.023839	0.00125096	0.0136205	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.026734	0.0225193	1.65875	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000664001
6810	-5232.47	-5237.38	4.90942	0.00798418	0.000900546	0.00235601	0.001836	0.0393958	0.0337941	1.22434	0.0272015	0.00180831	0.0313587	0.0131256	0.013124	0.0463962	0.023839	0.00125096	0.0118159	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.026734	0.0225193	1.64977	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000664001
6820	-5232.28	-5237.3	5.01015	0.00798418	0.000900546	0.00235601	0.00223186	0.0393958	0.0279706	1.22434	0.0272015	0.00180831	0.0313587	0.00830296	0.013124	0.0459896	0.023839	0.00183434	0.0118159	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.026734	0.0225193	1.63969	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000721754
6830	-5230.59	-5235.66	5.06599	0.00798418	0.00204238	0.0016625	0.00343393	0.0393958	0.0310991	1.22434	0.0272015	0.00180831	0.0313587	0.00830296	0.013124	0.0459896	0.023839	0.00183434	0.0118159	0.0443968	0.0394196	0.00637303	0.00708353	0.0227112	0.0163709	0.0225193	1.63411	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000721754
6840	-5231.77	-5236.82	5.05426	0.00798418	0.00204238	0.00181172	0.00343393	0.0393958	0.0310991	1.22434	0.0272015	0.00180831	0.0313587	0.00830296	0.0144246	0.0459896	0.0276096	0.00183434	0.0118159	0.0443968	0.0394196	0.00637303	0.00708353	0.0197735	0.0240949	0.0136856	1.63528	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.00102181
6850	-5228.23	-5231.65	3.41794	0.00798418	0.00204238	0.00181172	0.00343393	0.0272128	0.0310991	1.41461	0.0272015	0.00180831	0.0198502	0.00830296	0.0144246	0.0459896	0.0276096	0.00183434	0.00896149	0.0443968	0.0394196	0.00637303	0.00708353	0.0179147	0.0258655	0.0136856	1.79891	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.00102181
6860	-5225.96	-5229.48	3.52456	0.00798418	0.00159013	0.00181172	0.00343393	0.0335897	0.0310991	1.41461	0.0272015	0.00249601	0.0198502	0.00830296	0.0144246	0.0459896	0.0185487	0.0022002	0.00562973	0.0443968	0.0394196	0.00637303	0.00889864	0.0179147	0.0188034	0.0136856	1.78825	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000331105
6870	-5226.01	-5229.41	3.40135	0.0108491	0.00159013	0.00181172	0.00507918	0.0335897	0.0310991	1.41461	0.0279079	0.00249601	0.0198502	0.0124352	0.016629	0.0459896	0.0185487	0.0022002	0.00562973	0.0443968	0.0394196	0.00714078	0.00889864	0.0179147	0.0188034	0.0136856	1.80057	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.294979	0.189706	0.222546	0.292769	0.0791854	3.63429	0.000331105
