Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	norm_gamma_rates[1]	alpha	pinvar
1640	-5282.69	-5285.87	3.17948	0.0249781	0.00128515	0.0132502	0.0128013	0.0420308	0.0419909	1.35061	0.0318859	0.0113732	0.0207429	0.0314853	0.00382111	0.0688943	0.000866519	0.0264042	0.0213046	0.0187792	0.0497218	0.00531342	0.00467038	0.00569313	0.0261914	0.00866467	1.82276	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1650	-5285.86	-5288.93	3.07399	0.0249781	0.00133527	0.0147032	0.0128013	0.0420308	0.0419909	1.35061	0.0318859	0.0113732	0.0207429	0.0314853	0.00382111	0.0455007	0.000866519	0.0264042	0.0163628	0.0187792	0.0800233	0.00695925	0.00487251	0.00569313	0.0325706	0.0075165	1.83331	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1660	-5285.75	-5288.85	3.09339	0.0249781	0.00133527	0.0147032	0.0106832	0.0420308	0.0419909	1.35061	0.0318859	0.0113732	0.0207429	0.0314853	0.00382111	0.0456787	0.000866519	0.0264042	0.0163628	0.0187792	0.0800233	0.00695925	0.00487251	0.00569313	0.0325706	0.0075165	1.83137	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1670	-5282.67	-5286.05	3.37846	0.0249781	0.00133527	0.0147032	0.00721289	0.0420308	0.0419909	1.35061	0.0318859	0.0113732	0.0207429	0.0314853	0.00382111	0.0456787	0.00110963	0.0264042	0.0163628	0.0148109	0.0635237	0.00695925	0.00487251	0.00569313	0.0277588	0.0075165	1.80286	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1680	-5282.42	-5285.32	2.9013	0.031379	0.00133527	0.0147032	0.00721289	0.0420308	0.0419909	1.35061	0.0318859	0.010466	0.0327441	0.0314853	0.00382111	0.0723694	0.00157298	0.0264042	0.0163628	0.0157598	0.0635237	0.00695925	0.00487251	0.00569313	0.0277588	0.00963492	1.85058	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1690	-5285.12	-5287.8	2.68294	0.0370472	0.00201252	0.0147032	0.00721289	0.0420308	0.0419909	1.35061	0.0318859	0.010466	0.0523324	0.01994	0.00329793	0.0723694	0.00243399	0.0264042	0.0163628	0.0157598	0.0635237	0.00695925	0.00487251	0.0128027	0.0277588	0.00963492	1.87241	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1700	-5283.75	-5286.5	2.74762	0.0370472	0.00164051	0.0147032	0.0107769	0.0420308	0.0419909	1.35061	0.0294442	0.010466	0.0445063	0.01994	0.00329793	0.0723694	0.00243399	0.0264042	0.0163628	0.0157598	0.0635237	0.00756704	0.00487251	0.0128027	0.0277588	0.00963492	1.86595	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1710	-5284.47	-5287.16	2.68432	0.0370472	0.00164051	0.019342	0.0101324	0.0420308	0.0419909	1.35061	0.0294442	0.0116796	0.0445063	0.01994	0.00329793	0.0775192	0.00271172	0.0264042	0.0163628	0.0157598	0.0635237	0.00756704	0.0067844	0.0128027	0.0215412	0.00963492	1.87228	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1720	-5285.56	-5288.26	2.70897	0.0240655	0.00164051	0.019342	0.0101324	0.0420308	0.0419909	1.35061	0.0294442	0.0116796	0.0445063	0.01994	0.00329793	0.0775192	0.00187214	0.0326026	0.0163628	0.0182401	0.0635237	0.00756704	0.0067844	0.0101123	0.0215412	0.0150036	1.86981	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1730	-5282.8	-5285.9	3.09956	0.0291174	0.00163234	0.0106558	0.0101324	0.0433791	0.0419909	1.35061	0.0294442	0.0116796	0.0445063	0.01994	0.00329793	0.053133	0.00187214	0.0202234	0.0163628	0.0182401	0.0635237	0.00756704	0.0067844	0.0101123	0.0215412	0.0150036	1.83075	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1740	-5281.49	-5284.87	3.38227	0.021467	0.00163234	0.0106558	0.0142176	0.0433791	0.0419909	1.35061	0.0294442	0.0116796	0.0445063	0.0223786	0.00329793	0.0469189	0.00187214	0.0202234	0.0163628	0.0182401	0.041575	0.00756704	0.0067844	0.0111313	0.0215412	0.0150036	1.80248	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1750	-5281.83	-5285.1	3.27159	0.0297104	0.00163234	0.0106558	0.0142176	0.0433791	0.0419909	1.35061	0.0294442	0.00514215	0.0559715	0.0223786	0.00329793	0.0469189	0.00187214	0.0181203	0.0163628	0.0182401	0.041575	0.00756704	0.0067844	0.0111313	0.0215412	0.0150036	1.81355	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1760	-5283.32	-5286.51	3.18554	0.0297104	0.00163234	0.0106558	0.0142176	0.0433791	0.0419909	1.35061	0.0329185	0.00729892	0.0559715	0.0223786	0.00329793	0.0469189	0.00114604	0.0291548	0.0163628	0.0182401	0.041575	0.00756704	0.0067844	0.00751842	0.0215412	0.0112814	1.82215	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1770	-5282.3	-5285.56	3.26518	0.0268582	0.00151084	0.0106558	0.0157236	0.0399882	0.0419909	1.35061	0.0251754	0.00729892	0.0559715	0.0223786	0.00329793	0.0469189	0.00186332	0.0291548	0.0202832	0.0182401	0.041575	0.00756704	0.0067844	0.00751842	0.0215412	0.0112814	1.81419	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1780	-5283.85	-5287.3	3.44732	0.0395586	0.00151084	0.0106558	0.0157236	0.0399882	0.0151874	1.35061	0.0236876	0.00729892	0.043196	0.0223786	0.00329793	0.0469189	0.00179247	0.0291548	0.0202832	0.0182401	0.041575	0.00756704	0.0067844	0.00751842	0.0215412	0.021505	1.79598	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00474217
1790	-5282.54	-5286.09	3.55191	0.0395586	0.00151084	0.0106442	0.0142272	0.0399882	0.0144851	1.35061	0.0236876	0.00729892	0.043196	0.0223786	0.00329793	0.0469189	0.00179247	0.0291548	0.0202832	0.0182401	0.041575	0.00756704	0.0067844	0.0055033	0.016389	0.0204237	1.78552	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.000203602
1800	-5283.19	-5286.65	3.45829	0.0395586	0.00151084	0.0106442	0.0142272	0.0399882	0.0157841	1.35061	0.0236876	0.0118201	0.043196	0.0223786	0.00329793	0.0469189	0.00179247	0.0291548	0.0202832	0.0291054	0.0404481	0.00756704	0.0067844	0.0055033	0.016389	0.0142269	1.79488	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00022843
1810	-5281.63	-5285.21	3.58045	0.0395586	0.00151084	0.0106442	0.0142272	0.0399882	0.0157841	1.35061	0.0236876	0.0118201	0.0331934	0.0223786	0.00560922	0.0469189	0.00179247	0.0246306	0.0202832	0.0291054	0.0404481	0.00756704	0.0067844	0.0055033	0.016389	0.0142269	1.78266	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00022843
1820	-5281.42	-5285.2	3.78558	0.0395586	0.000967194	0.0106442	0.0142272	0.0399882	0.0109921	1.35061	0.0236876	0.0118201	0.0260152	0.0223786	0.00560922	0.0469189	0.00198961	0.0164343	0.0202832	0.0291054	0.0404481	0.00756704	0.0067844	0.0055033	0.016389	0.0142269	1.76215	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.309207	0.180769	0.186096	0.323928	0.079716	3.65864	0.00022843
1830	-5285.18	-5288.9	3.71879	0.0395586	0.000967194	0.0106442	0.0142272	0.0336591	0.00952056	1.35061	0.0236876	0.0118201	0.0270159	0.0223786	0.00560922	0.0469189	0.00198961	0.0164343	0.0202832	0.0291054	0.0529769	0.0058381	0.0067844	0.0055033	0.016389	0.0169056	1.76883	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1840	-5285.39	-5289.07	3.67787	0.0395586	0.000967194	0.0106442	0.00967837	0.0268181	0.00952056	1.35061	0.0189698	0.0118201	0.0270159	0.0223786	0.00620563	0.0557663	0.00198961	0.0167728	0.0202832	0.0395227	0.0529769	0.0058381	0.0067844	0.0055033	0.016389	0.0169056	1.77292	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1850	-5285.74	-5289.09	3.35033	0.0395586	0.00066284	0.0106442	0.00967837	0.0268181	0.00952056	1.35061	0.0189698	0.0118201	0.0245422	0.0223786	0.00754506	0.0801318	0.00146164	0.0241782	0.0202832	0.0395227	0.0529769	0.00878756	0.0067844	0.0055033	0.016389	0.0169056	1.80567	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1860	-5287.61	-5290.96	3.35239	0.0395586	0.000629896	0.0106442	0.00967837	0.0268181	0.00720701	1.35061	0.0189698	0.0118201	0.0245422	0.0223786	0.00644774	0.0801318	0.00146164	0.0241782	0.0202832	0.0395227	0.0529769	0.00878756	0.0067844	0.00874112	0.016389	0.0169056	1.80547	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1870	-5285.55	-5289.03	3.47878	0.0395586	0.000629896	0.0106442	0.00967837	0.0268181	0.00720701	1.35061	0.0248532	0.0118201	0.0245422	0.0223786	0.00644774	0.0683146	0.00220481	0.0241782	0.0202832	0.0281501	0.0529769	0.00878756	0.00467966	0.00874112	0.0224186	0.0169056	1.79283	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1880	-5271.69	-5275.25	3.56458	0.0341029	0.00058337	0.0106442	0.00967837	0.0268181	0.00941907	1.35061	0.0248532	0.0118201	0.0168243	0.021659	0.00644774	0.0714621	0.00220481	0.0241782	0.0202832	0.0281501	0.0529769	0.00878756	0.00467966	0.00874112	0.0224186	0.0169056	1.78425	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1890	-5271.15	-5274.92	3.76641	0.033931	0.00058337	0.01419	0.00967837	0.0184311	0.00941907	1.35061	0.0248532	0.00940444	0.0168243	0.021659	0.00644774	0.0714621	0.00220481	0.0217208	0.0202832	0.0281501	0.0529769	0.00719148	0.00467966	0.00874112	0.0137174	0.0169056	1.76407	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1900	-5269.63	-5273.52	3.88469	0.027862	0.00058337	0.01419	0.00677293	0.0184311	0.00941907	1.35061	0.0335207	0.00786855	0.0168243	0.021659	0.00644774	0.0714621	0.00323181	0.0217208	0.0202832	0.0194339	0.0529769	0.00719148	0.00238413	0.00874112	0.0137174	0.0169056	1.75224	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1910	-5269.96	-5274.57	4.61152	0.027862	0.00058337	0.01419	0.0059029	0.0184311	0.00882828	1.27565	0.0335207	0.00786855	0.0168243	0.021659	0.00644774	0.0714621	0.00323181	0.0212127	0.0202832	0.0194177	0.0529769	0.0114541	0.00238413	0.00874112	0.0137174	0.0169056	1.67956	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1920	-5268.57	-5273.09	4.51754	0.0275384	0.00058337	0.01419	0.0059029	0.0274818	0.0114981	1.27565	0.0307437	0.00786855	0.0168243	0.021659	0.00644774	0.0714621	0.00323181	0.0212127	0.0202832	0.0194177	0.0529769	0.0114541	0.00238413	0.00951914	0.0137174	0.0169056	1.68895	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1930	-5269.15	-5273.55	4.40335	0.0270292	0.00058337	0.0165389	0.00960701	0.0274818	0.0128131	1.27565	0.0307437	0.00786855	0.0168243	0.021659	0.00503069	0.0714621	0.00323181	0.0212127	0.0202832	0.0194177	0.0529769	0.0114541	0.00228936	0.00951914	0.019789	0.0169056	1.70037	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1940	-5267.31	-5271.82	4.51071	0.0270292	0.000541524	0.011212	0.00960701	0.0285248	0.0128131	1.27565	0.0307437	0.00786855	0.0182641	0.021659	0.00407255	0.0714621	0.00323181	0.0212127	0.0133917	0.0194177	0.0529769	0.0114541	0.00228936	0.00951914	0.019789	0.0169056	1.68964	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1950	-5265.92	-5270.42	4.50885	0.0270292	0.000541524	0.0111342	0.00960701	0.0285248	0.0128131	1.27565	0.0307437	0.00330816	0.0182641	0.021659	0.0046857	0.0714621	0.00323411	0.0212127	0.0133917	0.0194177	0.0529769	0.0156627	0.00228936	0.00951914	0.019789	0.0169056	1.68982	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1960	-5264.26	-5269.14	4.88547	0.0270292	0.000541524	0.0111342	0.00960701	0.0285248	0.0127696	1.27565	0.0216578	0.00330816	0.0157727	0.021659	0.00329023	0.0732088	0.0030367	0.0212127	0.0133917	0.0194177	0.0340632	0.0156627	0.00228936	0.00951914	0.0125074	0.0169056	1.65216	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1970	-5264.66	-5269.79	5.1245	0.0270292	0.000541524	0.017022	0.00960701	0.0285248	0.0127696	1.27565	0.01655	0.00330816	0.0157727	0.021659	0.00329023	0.056596	0.0030367	0.0212127	0.0133917	0.0194177	0.0340632	0.0156627	0.00228936	0.00795928	0.0125074	0.0103956	1.62826	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1980	-5263.54	-5268.7	5.16093	0.0169865	0.000856178	0.017022	0.00601936	0.0285248	0.0127696	1.27565	0.01655	0.00330816	0.0226193	0.021659	0.00329023	0.056596	0.0030367	0.0212127	0.0133917	0.0194177	0.0340632	0.0163175	0.00228936	0.00795928	0.0125074	0.0125668	1.62461	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
1990	-5264.06	-5269.17	5.1106	0.0169865	0.000774273	0.017022	0.00601936	0.0285248	0.0127696	1.27565	0.01655	0.00330816	0.0226193	0.021659	0.00329023	0.0508198	0.0030367	0.015584	0.0133917	0.0194177	0.053318	0.0163175	0.00315318	0.00795928	0.00890891	0.0125668	1.62965	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
2000	-5265.22	-5270.23	5.01727	0.0169865	0.000774273	0.016047	0.00415817	0.0285248	0.0127696	1.27565	0.0265973	0.00330816	0.0226193	0.021659	0.00312276	0.0508198	0.00266747	0.015584	0.0133917	0.0194177	0.053318	0.0137725	0.00315318	0.00795928	0.011399	0.0152802	1.63898	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0104722
2010	-5265.74	-5270.75	5.01493	0.0169865	0.000774273	0.016047	0.00415817	0.0285248	0.0127696	1.27565	0.0265973	0.00502143	0.0226193	0.021659	0.00262301	0.0508198	0.00296855	0.015584	0.0133917	0.0194177	0.053318	0.0137725	0.00315318	0.00795928	0.011399	0.013999	1.63921	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2020	-5266.68	-5271.71	5.03093	0.0169865	0.000774273	0.016047	0.00415817	0.0205481	0.0114378	1.27565	0.0265973	0.00600262	0.0226193	0.021659	0.00262301	0.0508198	0.00296855	0.0219585	0.0133917	0.0194177	0.053318	0.0141252	0.00315318	0.00795928	0.011399	0.013999	1.63761	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2030	-5268.09	-5272.96	4.8635	0.0169865	0.000774273	0.016047	0.00415817	0.021182	0.0114378	1.27565	0.0265973	0.00600262	0.0226193	0.0150399	0.00262301	0.0508198	0.00296855	0.0219585	0.0133917	0.0161963	0.0731965	0.0201965	0.00315318	0.00795928	0.011399	0.013999	1.65436	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2040	-5265.73	-5270.89	5.15915	0.0141948	0.000520739	0.016047	0.00415817	0.021182	0.0114378	1.27565	0.0265973	0.00600262	0.0226193	0.0150399	0.00202958	0.0508198	0.00346293	0.0219585	0.0141193	0.0161963	0.0494915	0.0178133	0.00209338	0.00795928	0.011399	0.013999	1.62479	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2050	-5265.94	-5271.14	5.19719	0.0141948	0.000338745	0.016047	0.00415817	0.0261793	0.0114378	1.27565	0.0265973	0.00600262	0.0226193	0.0150399	0.00331572	0.0425344	0.00346293	0.0219585	0.0141193	0.0145765	0.0494915	0.0178133	0.00209338	0.00795928	0.011399	0.013999	1.62099	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2060	-5265.56	-5270.94	5.37751	0.0141948	0.000338745	0.0150595	0.00415817	0.0261793	0.0114378	1.27565	0.026985	0.00600262	0.0226193	0.0115002	0.00331572	0.0425344	0.00346293	0.0219585	0.0141193	0.0120367	0.0310313	0.0255723	0.00144096	0.00795928	0.011399	0.013999	1.60296	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2070	-5258.75	-5264.14	5.38913	0.0141948	0.000338745	0.0150595	0.00415817	0.0235601	0.0114378	1.27565	0.026985	0.00582485	0.0226193	0.0115002	0.00331572	0.0425344	0.00354714	0.0219585	0.0141193	0.0101286	0.0310313	0.0255723	0.00144096	0.0133902	0.011399	0.0120269	1.60179	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2080	-5259.07	-5264.39	5.32453	0.0141948	0.000532139	0.0150595	0.00415875	0.0235601	0.0114378	1.27565	0.026985	0.00582485	0.0149557	0.0115002	0.00394709	0.0484409	0.00354714	0.0219585	0.0141193	0.0101286	0.038424	0.0255723	0.00144096	0.0133902	0.011399	0.0120269	1.60825	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2090	-5259.16	-5263.97	4.81596	0.011245	0.000532139	0.0150595	0.00264627	0.0235601	0.0114378	1.27565	0.0243146	0.00582485	0.0191857	0.0115002	0.00394709	0.0951955	0.00434156	0.0219585	0.0141193	0.0101286	0.038424	0.0314867	0.00173652	0.0133902	0.011399	0.0120269	1.65911	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2100	-5258.3	-5263.11	4.80581	0.011245	0.000532139	0.0116363	0.00336173	0.023616	0.0114378	1.27565	0.0243146	0.0049377	0.0191857	0.0115002	0.00394709	0.0951955	0.00434156	0.0219585	0.0134434	0.0101286	0.038424	0.0314867	0.00173652	0.0186208	0.011399	0.0120269	1.66013	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2110	-5259.65	-5264.44	4.78612	0.011245	0.000532139	0.0121616	0.00336173	0.0281344	0.0114378	1.27565	0.0243146	0.00499601	0.0191857	0.0115002	0.00394709	0.0951955	0.00434156	0.0219585	0.0134434	0.00724582	0.038424	0.0314867	0.00148593	0.0186208	0.011399	0.0120269	1.6621	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2120	-5260.22	-5265.02	4.79871	0.011245	0.000532139	0.0117282	0.00311214	0.0281344	0.0114378	1.27565	0.0243146	0.00499601	0.0191857	0.0115002	0.00394709	0.0951955	0.00297218	0.0219585	0.0134434	0.00724582	0.038424	0.0314867	0.00148593	0.0186208	0.011399	0.0128197	1.66084	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.0127363
2130	-5260.18	-5264.86	4.68187	0.011245	0.000532139	0.0117282	0.00311214	0.0281344	0.0114378	1.27565	0.0243146	0.00459489	0.0191857	0.0115002	0.00394709	0.105673	0.00224108	0.0219585	0.0134434	0.0087891	0.038424	0.0314867	0.00148593	0.0166473	0.011399	0.0155883	1.67252	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.00699845
2140	-5258.77	-5263.37	4.59551	0.011245	0.000558691	0.0118119	0.00311214	0.0281344	0.0114378	1.27565	0.0269401	0.00459489	0.0191857	0.0115002	0.00394709	0.105673	0.00231228	0.0169173	0.0221525	0.0087891	0.038424	0.0314867	0.00364713	0.0166473	0.011399	0.0155883	1.68116	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.00699845
2150	-5258.16	-5262.54	4.37162	0.0108172	0.000558691	0.0118119	0.00311214	0.0387358	0.0151364	1.27565	0.0269401	0.00459489	0.0191857	0.0079738	0.00394709	0.105673	0.00231228	0.0169173	0.0221525	0.0125	0.038424	0.0314867	0.00364713	0.0249798	0.011399	0.0155883	1.70355	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000152687
2160	-5256.23	-5260.67	4.44668	0.0108172	0.000558691	0.0118119	0.00311214	0.0387358	0.0151364	1.27565	0.0269401	0.00341049	0.0187928	0.0079738	0.00576036	0.105673	0.00231228	0.0169173	0.0171819	0.0153815	0.038424	0.0314867	0.00364713	0.0193276	0.011399	0.0155883	1.69604	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000152687
2170	-5256.71	-5261.16	4.45529	0.0108172	0.000381534	0.0157544	0.00311214	0.0279556	0.0151364	1.27565	0.0269401	0.00489962	0.0187928	0.0079738	0.00576036	0.106446	0.00275399	0.0169173	0.0171819	0.0153815	0.038424	0.0314867	0.00364713	0.0193276	0.0147164	0.0157211	1.69518	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
2180	-5256.87	-5261.29	4.42293	0.0108172	0.000625071	0.0157544	0.00287508	0.0279556	0.0151364	1.27565	0.0269401	0.00573939	0.0187928	0.0079738	0.00914084	0.106446	0.00275399	0.0169173	0.0161909	0.0153815	0.038424	0.0314867	0.00364713	0.0193276	0.0147164	0.0157211	1.69841	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
2190	-5258.97	-5263.15	4.17907	0.00790679	0.000713753	0.0157544	0.00287508	0.0279556	0.0151364	1.27565	0.0269401	0.00702341	0.0187928	0.0113798	0.010397	0.106446	0.00275399	0.0169173	0.0260997	0.0153815	0.0424731	0.0314867	0.00364713	0.026631	0.0147164	0.0157211	1.7228	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
2200	-5257.31	-5261.23	3.91731	0.00790679	0.000828611	0.0154117	0.00287508	0.0279556	0.0151364	1.32161	0.0269401	0.00702341	0.0187928	0.0113798	0.010397	0.0924387	0.00275399	0.0122883	0.0312927	0.0153815	0.0424731	0.0314867	0.00341177	0.026631	0.0147164	0.00984716	1.74898	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
2210	-5256.2	-5260.1	3.89768	0.00696956	0.000828611	0.0154117	0.00287508	0.0279556	0.0151364	1.32161	0.0269401	0.00702341	0.0187928	0.0113798	0.010397	0.0924387	0.00275399	0.0122883	0.0312927	0.0153815	0.0424731	0.0314867	0.00556079	0.026631	0.0147164	0.0105978	1.75094	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
2220	-5255.33	-5259.3	3.97838	0.00452142	0.00110903	0.0154117	0.00287508	0.0366341	0.0151364	1.32161	0.0269401	0.00702341	0.0187928	0.0113798	0.0090503	0.0924387	0.00291838	0.0122883	0.0312927	0.0153815	0.0270319	0.0314867	0.00556079	0.0286745	0.0147164	0.0105978	1.74287	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.279451	0.188555	0.194112	0.337881	0.079716	3.65864	0.000105972
