Iteration	Posterior	Likelihood	Prior	pi[1]	pi[2]	pi[3]	pi[4]	ucln_sigma	base_rate	death_rate	diversification	birth_rate	ucln_mean	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	n_TMRCA_UrsidaePinn	turnover	root_time	n_TMRCA_Ursidae	tmrca_Ursidae	tmrca_UrsidaePinn	branch_subrates[1]	branch_subrates[2]	branch_subrates[3]	branch_subrates[4]	branch_subrates[5]	branch_subrates[6]	branch_subrates[7]	branch_subrates[8]	branch_subrates[9]	branch_subrates[10]	branch_subrates[11]	branch_subrates[12]	branch_subrates[13]	branch_subrates[14]	branch_subrates[15]	branch_subrates[16]	branch_subrates[17]	branch_subrates[18]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	ucln_var	ucln_mu	mean_rt	s_gam
700	-2852.35	-2769.19	-83.1581	0.184011	0.331208	0.324713	0.160068	1.12283	0.000214093	0.109271	0.047924	0.157195	1.65678	0.0356568	0.37143	0.0857954	0.0828972	0.374483	0.0497374	-43.0515	0.695131	50.1871	-22.6112	22.6112	43.0515	0.00204058	9.71182e-05	6.3479e-05	9.11643e-05	1.08377e-05	0.000564272	0.00103414	4.61034e-05	4.08674e-05	0.000611327	4.25198e-05	0.000154888	1.46714e-05	7.48265e-05	3.59277e-05	0.00036312	0.00101504	0.000445097	9.53125	0.453625	0.296502	0.425815	0.0506212	2.63563	4.8303	0.215343	0.190886	2.85542	0.198604	0.723462	0.0685278	0.349504	0.167813	1.69608	4.74112	2.07898	1.26076	-0.125504	1.75053	0.133976
710	-2851.28	-2771.74	-79.539	0.180812	0.335923	0.319067	0.164198	1.30156	0.000260169	0.150847	0.085973	0.23682	1.45492	0.046221	0.364846	0.0896532	0.0669204	0.37154	0.0608189	-42.7922	0.636969	44.4552	-18.597	18.597	42.7922	0.00201359	0.000178865	6.58469e-05	0.000310639	1.66576e-05	0.000657798	0.000985175	0.000103826	5.2847e-05	0.000497851	2.37917e-05	0.000902084	3.65718e-05	0.000130216	0.00010815	0.000106784	0.00118991	0.000276875	7.73956	0.687497	0.253093	1.19399	0.0640261	2.52835	3.78668	0.39907	0.203126	1.91357	0.091447	3.4673	0.140569	0.500505	0.415693	0.41044	4.57362	1.06421	1.69407	-0.472084	1.63515	0.144371
720	-2868.17	-2781.78	-86.3909	0.179257	0.337417	0.309802	0.173524	1.00672	0.000233785	0.190153	0.102298	0.292451	1.19787	0.0712625	0.356016	0.138819	0.0543844	0.35322	0.0262981	-41.4995	0.650206	48.6229	-19.5513	19.5513	41.4995	0.00184929	0.000259744	0.000285179	0.000156346	5.83013e-05	0.000967085	0.00137804	8.30349e-05	6.95651e-05	0.00066541	9.45598e-05	0.000869795	0.000376085	0.000283173	0.000218073	0.000116637	0.000633517	0.000534712	7.91024	1.11104	1.21983	0.668758	0.24938	4.13664	5.89447	0.355176	0.29756	2.84625	0.404473	3.72049	1.60868	1.21126	0.932793	0.498908	2.70983	2.2872	1.01349	-0.326202	2.11461	0.134471
730	-2849.38	-2775.65	-73.727	0.171512	0.322838	0.337557	0.168093	0.84848	0.000398202	0.0165507	0.0974627	0.114013	0.86741	0.0525144	0.365989	0.142754	0.0697101	0.342953	0.0260798	-44.0116	0.145164	54.5721	-20.4015	20.4015	44.0116	0.00192306	0.000111974	0.000121858	0.000135185	9.4623e-05	0.000841482	0.00082842	0.00013422	0.000160753	0.000638882	0.000172823	0.000345512	0.00104661	9.35196e-05	0.000169443	0.000113695	0.000640101	0.000390418	4.82937	0.281198	0.306022	0.339489	0.237626	2.1132	2.0804	0.337065	0.403697	1.60442	0.434009	0.86768	2.62834	0.234855	0.42552	0.285522	1.60748	0.980451	0.719918	-0.502203	1.11091	0.135827
740	-2857.57	-2788.72	-68.8496	0.164934	0.295847	0.349983	0.189236	0.875338	0.000530791	0.00904094	0.124609	0.13365	0.732293	0.0481146	0.398774	0.0677582	0.0970206	0.314219	0.0741136	-38.4989	0.0676465	53.308	-16.7785	16.7785	38.4989	0.00174682	0.00012061	6.96888e-05	0.000120207	0.000325408	0.000603288	0.000676594	6.75572e-05	0.000142361	0.000918115	0.000218427	0.000175889	0.00108841	0.000204458	0.000255953	0.000472084	0.000834189	0.000108275	3.29098	0.227227	0.131292	0.226468	0.613063	1.13658	1.27469	0.127276	0.268206	1.72971	0.411512	0.331372	2.05054	0.385195	0.482211	0.889397	1.5716	0.203987	0.766217	-0.694683	0.85285	0.166785
750	-2844.43	-2776.37	-68.0647	0.153241	0.343019	0.325294	0.178446	0.956912	0.000435223	0.0445834	0.124193	0.168777	1.10068	0.0625686	0.403983	0.088482	0.0547238	0.3373	0.0529424	-42.0124	0.264156	46.0165	-18.3893	18.3893	42.0124	0.0019887	8.08595e-05	6.40597e-05	0.000189611	0.00021261	0.000629508	0.000716646	0.000163313	7.3988e-05	0.000584266	0.000136778	0.000317571	0.000158553	0.000226712	0.000155447	0.000208916	0.00110776	0.000453725	4.56938	0.185789	0.147188	0.435664	0.488507	1.4464	1.64662	0.375239	0.17	1.34245	0.314271	0.729674	0.364303	0.52091	0.357166	0.480019	2.54526	1.04251	0.915681	-0.361911	0.953408	0.15879
760	-2843.2	-2776.98	-66.2155	0.171052	0.345076	0.291163	0.192708	0.734351	0.000466474	0.13915	0.113798	0.252948	0.679688	0.0491524	0.429179	0.0544268	0.0834702	0.319493	0.0642783	-36.3814	0.550113	44.5572	-18.6666	18.6666	36.3814	0.00194243	0.000211911	0.000149454	0.000294425	7.89817e-05	0.00049733	0.00086474	9.87394e-05	0.000117609	0.000538242	0.000184077	9.72103e-05	0.000162512	0.000121281	0.00011898	0.000153629	0.0010309	0.000699971	4.16406	0.454283	0.320391	0.631172	0.169316	1.06615	1.85378	0.211672	0.252123	1.15385	0.394613	0.208394	0.348383	0.259995	0.255062	0.32934	2.20998	1.50056	0.539271	-0.655757	0.87684	0.163163
770	-2850.34	-2781.69	-68.6523	0.169446	0.351227	0.288429	0.190898	0.870876	0.000409238	0.00509504	0.102947	0.108042	0.92041	0.0488866	0.392048	0.0621719	0.0595979	0.388936	0.0483599	-36.3886	0.047158	47.931	-23.1617	23.1617	36.3886	0.00167935	0.000122136	9.41105e-05	9.01092e-05	0.00010266	0.000858081	0.000605913	0.00015756	4.63693e-05	0.000789274	0.000127593	0.00020104	0.000421318	0.000213208	0.000163669	0.000220771	0.00180918	0.000175086	4.1036	0.298449	0.229965	0.220188	0.250856	2.09678	1.48059	0.385008	0.113307	1.92865	0.311782	0.491254	1.02952	0.520989	0.399936	0.539469	4.42087	0.427834	0.758425	-0.462149	1.06939	0.135842
780	-2841.69	-2776.3	-65.3861	0.174277	0.349839	0.318692	0.157192	0.995877	0.000507175	0.00419622	0.113798	0.117994	0.955198	0.0503003	0.314848	0.148741	0.0620508	0.374301	0.0497584	-38.1396	0.0355629	48.4896	-21.0523	21.0523	38.1396	0.00197571	0.000151925	0.000120159	0.000170102	0.000117694	0.000666767	0.000997137	0.000238179	0.000145385	0.000820173	0.000118729	0.000164925	0.000265988	0.000385705	0.000106608	0.000274274	0.00109534	7.52324e-05	3.89552	0.299551	0.236918	0.335392	0.232058	1.31467	1.96606	0.46962	0.286656	1.61714	0.234098	0.325184	0.52445	0.760498	0.2102	0.540789	2.15969	0.148336	0.991772	-0.541722	0.864269	0.171898
790	-2838.33	-2775.8	-62.5337	0.181402	0.338814	0.316166	0.163618	1.13732	0.000640373	0.023425	0.117089	0.140514	0.824867	0.0385437	0.355023	0.0778574	0.0823086	0.382885	0.0633826	-34.3526	0.166709	46.1695	-20.4886	20.4886	34.3526	0.0026147	0.000405481	5.52264e-05	0.000100571	7.94301e-05	0.000462944	0.00110444	0.000158132	0.000145747	0.000598852	0.00021198	7.62825e-05	0.000177588	8.28986e-05	0.000399666	0.000101567	0.00200454	0.000107158	4.08309	0.633195	0.086241	0.157051	0.124037	0.722928	1.72468	0.246937	0.227596	0.935162	0.331026	0.119122	0.27732	0.129454	0.624115	0.158606	3.13028	0.167337	1.2935	-0.839283	0.77101	0.248571
800	-2835.22	-2776.65	-58.5739	0.175163	0.327161	0.305292	0.192385	0.944368	0.000737209	0.0262492	0.101367	0.127616	0.363445	0.0595061	0.385306	0.0753885	0.0673532	0.360902	0.0515439	-44.7334	0.205688	47.5268	-24.4122	24.4122	44.7334	0.00222631	0.000135605	0.000150692	0.000121264	0.000186558	0.000401343	0.00096123	4.07273e-05	0.000200224	0.000527838	0.000297856	0.000388726	5.13396e-05	0.00023835	0.000343618	6.94947e-05	0.00100534	0.000131852	3.01992	0.183944	0.204408	0.164491	0.25306	0.544409	1.30388	0.0552453	0.271597	0.715995	0.404031	0.527295	0.0696405	0.323314	0.466107	0.0942674	1.36372	0.178853	0.891831	-1.45804	0.563565	0.322676
810	-2825.78	-2775.47	-50.309	0.171797	0.316514	0.331654	0.180035	1.61389	0.000816143	0.0949075	0.0984586	0.193366	0.494124	0.076995	0.342529	0.109679	0.0719657	0.343757	0.0550737	-46.9318	0.490818	48.6491	-26.1202	26.1202	46.9318	0.00182453	8.588e-05	2.31101e-05	4.31179e-05	7.44412e-06	0.000397837	0.00116926	2.39752e-05	0.000113879	0.000519582	0.000180412	5.45254e-05	1.52867e-05	8.40817e-05	0.000123459	2.70189e-05	0.000971485	2.27617e-05	2.23556	0.105227	0.0283162	0.0528313	0.0091211	0.48746	1.43266	0.0293762	0.139533	0.63663	0.221054	0.0668086	0.0187304	0.103023	0.151271	0.0331055	1.19034	0.0278894	2.60465	-2.00729	0.387163	0.294333
820	-2819.2	-2774.29	-44.9102	0.170373	0.313891	0.337192	0.178544	1.79086	0.00143526	0.0815897	0.101069	0.182659	0.379979	0.0730295	0.402772	0.0867051	0.07875	0.326053	0.0326912	-38.8234	0.446678	48.2509	-23.7483	23.7483	38.8234	0.00185728	5.26784e-05	0.000138365	0.000139163	8.77795e-06	0.000606779	0.00108305	7.32886e-05	9.55388e-05	0.000796493	8.69744e-05	0.000143678	4.74089e-06	5.2205e-05	0.0002151	2.6205e-05	0.00177751	3.51617e-06	1.29404	0.036703	0.096404	0.0969604	0.00611593	0.422766	0.754602	0.0510629	0.0665656	0.554947	0.0605984	0.100106	0.00330316	0.0363732	0.149868	0.018258	1.23846	0.00244985	3.20718	-2.57123	0.277199	0.320426
830	-2823.3	-2772.21	-51.0895	0.17599	0.324239	0.323771	0.176001	1.80012	0.000987792	0.146486	0.0725423	0.219029	0.517734	0.09748	0.330273	0.0900725	0.0728544	0.359086	0.050234	-38.2971	0.6688	47.0441	-24.5149	24.5149	38.2971	0.00206843	7.11704e-05	0.000134634	0.000106295	9.29364e-05	0.000491798	0.00126232	5.86879e-05	1.69863e-05	0.000759954	3.31094e-05	0.000407214	5.89394e-05	1.47696e-05	0.000108759	2.4558e-05	0.00118659	2.57359e-06	2.09399	0.07205	0.136298	0.107608	0.094085	0.497876	1.27792	0.0594132	0.0171962	0.769347	0.0335186	0.412247	0.0596679	0.0149521	0.110103	0.0248615	1.20125	0.00260539	3.24043	-2.27851	0.388055	0.296591
840	-2820.72	-2774.57	-46.1502	0.183099	0.315253	0.336138	0.16551	1.45826	0.00133829	0.527372	0.0481571	0.575529	0.270964	0.0427264	0.289929	0.0671578	0.0906058	0.453339	0.0562417	-37.3613	0.916325	52.4978	-25.7705	25.7705	37.3613	0.00219218	6.25559e-05	0.0002045	8.59053e-05	0.000121236	0.000581258	0.000975206	5.98851e-05	0.000132209	0.000693143	2.27427e-05	0.000132126	1.79424e-05	3.53624e-05	5.10575e-05	1.82332e-05	0.00180626	1.03693e-05	1.63804	0.0467431	0.152807	0.0641903	0.0905899	0.434328	0.728695	0.0447474	0.0987896	0.517931	0.0169938	0.098727	0.0134069	0.0264235	0.0381513	0.0136242	1.34968	0.00774814	2.12653	-2.36904	0.298979	0.297466
850	-2823.59	-2775.62	-47.9721	0.187013	0.308334	0.335605	0.169048	1.56622	0.00128154	0.0701545	0.105055	0.17521	0.513053	0.0420091	0.403968	0.0660304	0.0706367	0.341365	0.0759909	-44.4735	0.400403	45.3521	-23.9113	23.9113	44.4735	0.00230813	3.22445e-05	5.92732e-05	9.64997e-05	0.000108097	0.00059313	0.00109084	6.48898e-05	0.000128966	0.000663034	0.0004175	6.93675e-05	3.46171e-06	0.000162938	9.44975e-06	9.19085e-05	0.000954854	6.27105e-05	1.80105	0.0251606	0.0462514	0.0752996	0.084349	0.462825	0.851194	0.050634	0.100633	0.517371	0.325779	0.0541281	0.0027012	0.127142	0.00737372	0.0717169	0.745081	0.0489335	2.45304	-1.8939	0.299868	0.258036
860	-2819.84	-2775.53	-44.3096	0.185933	0.32129	0.322686	0.170092	1.08944	0.00161958	0.0590553	0.0941225	0.153178	0.147217	0.0355095	0.341109	0.0637635	0.0835801	0.406384	0.0696543	-40.7092	0.385534	51.1419	-26.2477	26.2477	40.7092	0.00154868	0.000231342	0.000147913	8.04647e-05	5.0484e-05	0.000558489	0.000913284	8.77118e-05	0.00015273	0.000752728	0.000208166	2.81431e-05	1.89474e-05	0.000274746	8.51265e-06	2.59595e-05	0.00113065	0.000169391	0.956223	0.14284	0.0913278	0.0496824	0.031171	0.344836	0.563901	0.0541571	0.094302	0.464767	0.128531	0.0173768	0.011699	0.16964	0.00525608	0.0160285	0.698112	0.10459	1.18689	-2.50929	0.219136	0.207079
870	-2817.53	-2771.89	-45.6393	0.173498	0.314781	0.33365	0.178071	1.47893	0.00168528	0.142519	0.0632275	0.205747	0.269865	0.0592943	0.32123	0.083609	0.0579891	0.408089	0.0697879	-42.5233	0.692693	53.9433	-20.3982	20.3982	42.5233	0.00187306	0.000102078	3.82107e-05	7.42042e-05	6.52235e-05	0.000586533	0.0018946	0.000155499	3.96634e-05	0.000612822	8.79121e-05	3.54063e-05	0.000399597	5.92169e-05	6.95372e-06	0.000130355	0.000859581	0.000292178	1.11142	0.0605703	0.0226732	0.0440308	0.0387018	0.348032	1.1242	0.0922688	0.0235352	0.363632	0.0521646	0.0210091	0.23711	0.0351377	0.00412615	0.0773491	0.510052	0.17337	2.18724	-2.40346	0.241077	0.204138
880	-2831.16	-2778.18	-52.9839	0.165556	0.352254	0.318377	0.163813	1.06674	0.00165794	0.34492	0.0987656	0.443686	0.308721	0.0427662	0.354269	0.15807	0.0748918	0.299949	0.0700542	-42.3765	0.777397	49.4348	-20.5384	20.5384	42.3765	0.0019164	0.000232613	8.47561e-05	7.8156e-05	5.90117e-05	0.000687676	0.00258159	0.000332169	3.45697e-05	0.000590615	0.000348391	9.25999e-05	0.000389229	0.000175714	3.54399e-05	0.000791277	0.00104421	0.000681104	1.15589	0.140302	0.0511212	0.0471403	0.0355933	0.414776	1.5571	0.20035	0.020851	0.356233	0.210134	0.0558522	0.234766	0.105983	0.0213758	0.477264	0.629821	0.410812	1.13793	-1.74428	0.340298	0.223694
890	-2824.21	-2773.66	-50.5512	0.184437	0.329101	0.313546	0.172916	1.32792	0.00191892	0.365806	0.0819884	0.447794	0.34503	0.0477774	0.37254	0.0639145	0.0698053	0.381352	0.0646107	-37.1731	0.816906	45.9052	-18.8286	18.8286	37.1731	0.00151781	0.000101513	0.000206657	0.000167311	0.000195976	0.00089565	0.00221731	0.000166386	0.000286198	0.000762746	0.000133146	0.000283009	0.000121083	0.000131278	4.652e-05	0.000974935	0.000995751	0.00163687	0.790971	0.0529012	0.107694	0.0871901	0.102128	0.466747	1.1555	0.0867081	0.149145	0.397487	0.0693859	0.147484	0.0630996	0.0684126	0.0242428	0.508065	0.518913	0.853017	1.76337	-1.94581	0.313838	0.309009
900	-2826.34	-2774.56	-51.7799	0.171238	0.333309	0.328251	0.167202	1.24771	0.00146539	0.468994	0.0455227	0.514516	0.317598	0.0500602	0.343386	0.105006	0.0876427	0.370162	0.0437433	-41.6765	0.911523	47.3234	-18.9335	18.9335	41.6765	0.00178588	4.89861e-05	0.000195822	0.000226989	0.000197504	0.00042886	0.00223189	2.71824e-05	0.000122235	0.000623916	0.000103735	7.24873e-05	7.21888e-05	4.47103e-05	0.000106248	0.00103105	0.00131075	0.000981014	1.21871	0.0334288	0.133632	0.1549	0.134779	0.29266	1.52307	0.0185496	0.0834151	0.425769	0.0707903	0.0494663	0.0492627	0.030511	0.072505	0.703605	0.894474	0.669458	1.55677	-1.92535	0.364388	0.384185
910	-2818.83	-2772.53	-46.2945	0.18028	0.325641	0.337607	0.156472	0.893924	0.00178802	0.215309	0.0678901	0.2832	0.247203	0.0441724	0.311721	0.0874322	0.0759148	0.426104	0.0546553	-38.5796	0.760275	44.8679	-19.4178	19.4178	38.5796	0.00221192	0.000303196	0.000111645	5.35942e-05	0.000110503	0.000609307	0.00124424	6.15321e-05	0.000275804	0.000804038	8.90671e-05	7.33168e-05	5.5176e-05	0.000102229	8.98866e-05	0.000121842	0.000898289	0.00109128	1.23708	0.169571	0.0624405	0.029974	0.0618019	0.340772	0.695875	0.0344135	0.154251	0.44968	0.0498132	0.0410044	0.0308587	0.0571745	0.0502716	0.0681434	0.502393	0.610328	0.799101	-1.79709	0.258102	0.303287
920	-2830.58	-2778.38	-52.2038	0.188004	0.34899	0.305598	0.157407	1.09597	0.00158193	0.169587	0.10113	0.270717	0.206668	0.0556083	0.345053	0.0967812	0.0840324	0.335281	0.0832439	-42.8472	0.626437	45.3753	-23.0712	23.0712	42.8472	0.00229087	0.000126109	5.70539e-05	0.000430883	0.000190215	0.000847419	0.0010158	3.84674e-05	0.000445257	0.000736249	2.23965e-05	9.39401e-05	2.9688e-05	6.28722e-05	0.000233942	7.28343e-05	0.000864374	0.00207857	1.44815	0.0797185	0.0360661	0.272378	0.120242	0.535688	0.642131	0.0243168	0.281465	0.465412	0.0141577	0.0593833	0.018767	0.0397441	0.147884	0.0460415	0.546406	1.31395	1.20116	-2.17722	0.338439	0.326465
930	-2828.42	-2776.15	-52.2705	0.187334	0.329782	0.328087	0.154797	1.09192	0.000926282	0.0199358	0.0938496	0.113785	0.392426	0.0637186	0.365654	0.0922307	0.0890493	0.355298	0.0340496	-45.1696	0.175206	46.052	-24.2595	24.2595	45.1696	0.00211551	0.000125055	8.36414e-05	0.000201998	0.000189468	0.000848153	0.000451319	3.31335e-05	5.92797e-05	0.000721157	5.42213e-05	0.000130966	2.62877e-05	0.000111174	0.000344158	9.20435e-05	0.000716917	0.0001922	2.28387	0.135007	0.090298	0.218075	0.204547	0.915653	0.487237	0.0357705	0.0639975	0.77855	0.0585365	0.141389	0.0283799	0.120022	0.371548	0.0993688	0.773973	0.207496	1.1923	-1.53156	0.389651	0.42429
940	-2833.28	-2776.41	-56.8705	0.168928	0.338838	0.311132	0.181102	1.23813	0.00117147	0.989093	0.108894	1.09799	0.385375	0.0555233	0.338467	0.0953227	0.106715	0.344419	0.0595528	-42.189	0.900824	46.0903	-22.4389	22.4389	42.189	0.00205984	0.000200857	0.000274291	0.0001442	6.81844e-05	0.00119477	0.00116079	4.13691e-05	0.000230567	0.000800396	0.000105127	8.99568e-05	1.40773e-05	4.12798e-05	3.60067e-05	5.86278e-05	0.000625739	6.76722e-05	1.75834	0.171457	0.234143	0.123094	0.0582042	1.01989	0.990887	0.0353139	0.196818	0.683242	0.0897392	0.0767897	0.0120168	0.0352376	0.0307364	0.0500464	0.534149	0.057767	1.53297	-1.72002	0.342104	0.450021
950	-2827.47	-2776.67	-50.8014	0.177456	0.317311	0.314988	0.190245	0.98546	0.00140219	0.0549655	0.0884272	0.143393	0.347569	0.0599779	0.353932	0.0996779	0.0964347	0.330187	0.0597906	-44.6404	0.383322	46.5111	-20.7238	20.7238	44.6404	0.00190145	0.000372464	0.000316488	9.4394e-05	0.000204572	0.0007284	0.00110026	6.11364e-05	6.40634e-05	0.000628891	0.000274292	0.000511574	0.000166947	8.53844e-05	0.000137338	7.13806e-05	0.000901231	6.77407e-05	1.35606	0.26563	0.22571	0.0673191	0.145895	0.519474	0.784674	0.0436007	0.0456881	0.448506	0.195617	0.36484	0.119061	0.0608936	0.0979451	0.0509065	0.642732	0.0483107	0.971132	-1.54236	0.304604	0.626198
960	-2824.32	-2771.71	-52.6158	0.186169	0.317682	0.335578	0.160572	1.45294	0.00135855	0.007301	0.0840416	0.0913426	0.691217	0.039806	0.341317	0.0860721	0.0640015	0.430361	0.0384432	-37.2704	0.0799298	47.9925	-20.0371	20.0371	37.2704	0.00200513	7.44834e-05	5.2119e-05	7.51064e-05	8.93874e-05	0.000481512	0.000923637	3.58982e-05	0.000113112	0.000674031	0.00011854	0.000896595	0.000347046	0.000250364	0.000124425	0.000118627	0.00136088	2.5098e-05	1.47593	0.0548255	0.0383635	0.0552841	0.0657959	0.35443	0.679868	0.0264238	0.0832591	0.496138	0.0872546	0.659962	0.255453	0.184287	0.0915864	0.0873187	1.00171	0.018474	2.11102	-1.42481	0.317576	0.49761
970	-2837.94	-2784.82	-53.1188	0.172042	0.340074	0.312445	0.175439	0.766995	0.00153463	0.0172797	0.114282	0.131561	0.257237	0.0542659	0.356843	0.0905797	0.11256	0.357529	0.0282225	-49.0761	0.131343	51.5478	-23.1671	23.1671	49.0761	0.00190611	0.000225733	0.000154108	5.46852e-05	0.00039108	0.000659588	0.000757202	0.000183256	0.000142699	0.000717264	0.000135452	0.000706097	0.000995518	0.000127827	0.00037811	0.000262734	0.000854133	0.000437869	1.24207	0.147093	0.100421	0.0356341	0.254837	0.429803	0.493411	0.119414	0.092986	0.467386	0.0882634	0.460109	0.648703	0.0832953	0.246385	0.171203	0.556573	0.285325	0.588281	-1.6519	0.32905	0.659487
980	-2823.47	-2776.22	-47.2482	0.168785	0.330159	0.327737	0.173319	1.17609	0.0014536	0.023416	0.0981522	0.121568	0.264391	0.0523007	0.304019	0.12602	0.0655312	0.403847	0.0482819	-44.3335	0.192616	45.7253	-21.8073	21.8073	44.3335	0.00194927	0.000150076	6.99407e-05	4.81633e-05	0.000102459	0.000362608	0.000975855	1.55625e-05	0.000167212	0.000721227	8.79132e-05	0.000240097	0.000113658	0.000195225	0.000590136	0.000115342	0.000601156	0.000424507	1.341	0.103245	0.0481156	0.0331339	0.0704865	0.249456	0.671339	0.0107062	0.115033	0.496167	0.0604798	0.165175	0.0781906	0.134305	0.405984	0.0793492	0.413565	0.29204	1.38318	-2.02192	0.264876	0.656659
990	-2822.66	-2774.05	-48.6144	0.172566	0.349796	0.314976	0.162661	1.10461	0.00200597	0.0888384	0.10932	0.198158	0.186133	0.0747237	0.369168	0.0861098	0.0648052	0.332196	0.072997	-44.7524	0.44832	47.2761	-20.4212	20.4212	44.7524	0.0017257	7.62451e-05	8.33957e-05	0.00027975	0.000629478	0.00145316	0.00121133	2.43418e-05	3.20467e-05	0.000603606	6.64493e-05	0.000103875	8.63223e-05	5.36195e-05	0.000359538	0.000111616	0.000827612	0.000650782	0.860283	0.0380092	0.0415739	0.139459	0.313803	0.724422	0.603862	0.0121347	0.0159757	0.300906	0.0331259	0.0517832	0.0430328	0.02673	0.179234	0.0556421	0.412576	0.324423	1.22016	-2.29138	0.232054	1.00234
1000	-2831.04	-2775.72	-55.3195	0.186136	0.327277	0.329443	0.157143	1.20427	0.00155916	0.222501	0.0813815	0.303883	0.421555	0.0423317	0.416477	0.113696	0.0550917	0.309646	0.0627577	-35.1282	0.732195	45.9302	-23.3693	23.3693	35.1282	0.00197511	0.000187705	0.000175764	0.000293471	0.000110218	0.00141593	0.000903393	0.000204267	9.91743e-05	0.000823228	3.68259e-05	7.3494e-05	0.000244609	6.23629e-05	0.000966986	0.000106235	0.00153677	0.000967571	1.26677	0.120388	0.11273	0.188223	0.0706908	0.908134	0.579409	0.131011	0.0636074	0.527994	0.023619	0.0471368	0.156885	0.0399977	0.620196	0.0681361	0.985636	0.620571	1.45027	-1.58894	0.362841	0.889705
