# BEAST v1.8.0, r5971
# Generated Tue Nov 11 23:15:48 EST 2014 [seed=1415708148141]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(AleocharaTriboliumMeloeDendroctonus)	tmrca(BombusApis)	tmrca(CarabusGyrinus)	tmrca(ColeopteraStrepsiptera)	tmrca(CopepodaBranchiopoda)	tmrca(Dicondylia)	tmrca(Diplura)	tmrca(Diptera)	tmrca(Ellipura)	tmrca(Embioptera)	tmrca(EmbiopteraPhasmatodea)	tmrca(EpiophlebiaCordulegaster)	tmrca(FormicidaeApidae)	tmrca(GlossinaSarcophagaTriarthria)	tmrca(HemipteraSternorrhyncha except Aleyrodidae)	tmrca(Holometabola)	tmrca(Hymenoptera)	tmrca(Isoptera)	tmrca(LiposcelisPediculusMenopon)	tmrca(ManducaBombyxParidesPolyommatusZygaenaYponomeutaNemophora)	tmrca(Mecoptera)	tmrca(Megaloptera)	tmrca(MegalopteraNeuroptera)	tmrca(Neuroptera)	tmrca(Odonata)	tmrca(OstracodaMalacostraca)	tmrca(ParidesPolyommatus)	tmrca(PediculusMenopon)	tmrca(Plecoptera)	tmrca(Pterygota)	tmrca(RanatraVelia)	tmrca(SiphonapteraMecoptera)	tmrca(Strepsiptera)	tmrca(Thysanoptera)	tmrca(ThysanopteraHemiptera)	tmrca(ZorapteraDermaptera)	tmrca(Lepidoptera)	yule.birthRate	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	speciation
77000	-1709.3281039294488	-1706.1574694997048	-3.170634429743993	560.840566000391	240.41371844948335	31.244396628105886	210.3095596569202	317.46718378658136	273.51988981581775	402.0531246331488	133.82866749068313	113.84757136310265	132.09218270882394	103.72364213685803	124.13387373628755	104.32067157552166	98.4185835434408	44.80506505494356	118.26975895646436	368.82323450897843	307.0686284946643	145.44870881634392	106.85206097317494	100.58486924351344	104.5031969255304	11.68248368646086	201.71193959182992	48.718200318982774	241.93296905329987	482.02782585265163	52.268067510480236	50.69564816321038	165.87202586885266	397.956146715265	110.57051869638329	166.97206345447543	106.9285658396367	119.62315624402913	248.23474493880488	171.0838796850525	121.96325441634137	0.005859304137894882	1.65669543332103776E17	2.627056296213016E24	0.0	NaN	NaN	-3.170634429743993	-852.3203176717979
78000	-1712.0339954756816	-1708.8633610459376	-3.170634429743993	523.0474175865737	156.301149267685	31.007443548328556	208.71460173660964	339.93711993276037	260.9459408630543	420.15278613461413	93.80186985132177	109.03774732859485	379.3399943947341	102.93701672230478	194.2128924363974	103.52951837424578	97.67219094205632	39.31725586096997	108.24643375149586	367.86110449633856	304.7398634975077	140.1489332900595	106.04171007315554	106.68068051765587	111.65996632670706	76.568444372925	222.8541621245439	88.01099709162804	305.0062807984729	478.37219507719885	51.871673887712156	53.470622177642085	164.61407591237395	390.96295450047694	109.73196753952989	165.7057709687142	111.78523228372785	120.14052897518428	273.3112098104225	169.78640376723752	117.18491878316239	0.005784114771784655	1.46968298047946848E17	2.515178335149579E24	0.0	NaN	NaN	-3.170634429743993	-854.4238811027574
79000	-1716.830555996891	-1713.659921567147	-3.170634429743993	531.9115485132444	113.31745409478594	37.991902242570106	217.42177893427134	314.3003919795461	462.758792742464	405.1293246926394	390.0724444219552	109.03774732859485	135.77604498218943	102.93701672230478	167.18027614582175	104.60236002506953	92.79401219417956	39.31725586096997	156.39675573500784	363.71779649762	330.1487739567351	140.1489332900595	106.04171007315554	100.01599156057797	116.08676123626374	64.12151434104769	250.09914500010154	115.43860451838191	276.762061880111	480.6063956700019	51.871673887712156	53.470622177642085	164.61407591237395	390.96295450047694	109.73196753952989	165.7057709687142	114.23442492799627	120.14052897518428	306.27867997759313	169.78640376723752	121.55535899361236	0.005860396889735918	6.5838319260928269E17	1.556855110621387E25	0.0	NaN	NaN	-3.170634429743993	-855.9579748495077
80000	-1720.7169862116184	-1717.5463517818744	-3.170634429743993	546.4990492588236	186.92671493125397	37.7993292136276	216.31971328196175	311.7375595579892	277.7199735312632	395.79065350767837	337.969861268183	108.48505772810923	167.21483665920925	102.41525045290467	139.93260929688418	104.07215247778882	92.32365869932512	39.117964890949246	188.42465953468042	358.3879268349159	327.04308523020575	139.43854757643007	105.50420676066942	96.18423724441686	115.49834165441024	4.14273502141625	280.69175023781736	187.62903615790077	275.3592127094552	425.5331597395307	36.43629672088994	53.199590745563626	163.77968149319963	392.93835969520796	109.1757590815804	164.86584297498132	113.65539445256934	119.53156169010894	320.50392117945535	168.9257918968986	120.9392202302481	0.006336966227752049	4.5637684554962678E18	8.277697765394453E25	0.0	NaN	NaN	-3.170634429743993	-858.0221866459351
81000	-1720.5349738168322	-1717.3643393870882	-3.170634429743993	570.2754257220585	93.64433999403057	38.02912361403877	217.63479108479274	310.2576551994685	279.40832346041515	401.95378820186244	4.610770123709387	109.14457363256642	168.23138996661822	103.03786602731807	168.06128631992283	104.70484089781269	92.8849242094794	39.35577570596708	153.0351051920591	353.4828350000254	329.03128637669585	138.65794077927734	106.14560110384423	106.77662095744041	116.20049358993691	94.90052006672569	115.37504783821025	73.63128836810266	277.0332108067401	428.12011404088264	36.65780480403236	52.63093106693923	167.69150256929396	392.8354063856317	109.83947398392158	165.8681159867748	114.34634251342293	120.25823288031846	298.2171289725138	169.95274665695644	122.27817038642972	0.007815550540887308	1.9426942289457517E19	2.18099134820185E26	0.0	NaN	NaN	-3.170634429743993	-860.1388957419091
82000	-1719.3631459011056	-1716.1925114713615	-3.170634429743993	491.1464878603292	212.9464094004819	30.588457273019152	218.10332729942792	263.08269538174926	255.95990205546852	399.5085533133028	25.885991909033837	109.37954610697126	171.1310886611784	103.25969164385619	188.48870634405563	104.93025527004477	93.08489201135914	44.25426556349859	140.0255835557648	347.5045804883576	331.67581517463674	141.7264452040811	106.37411722432974	101.24573253002613	103.68127404674665	73.02274070929087	278.5618915745514	144.47439412083494	252.8191771062761	429.04179469976106	36.736723753590496	52.74423784611693	168.05251811027745	393.9353594186086	110.07594247823458	166.22520604028023	114.5925136435606	117.20666178184494	330.1188724980443	170.31863032927095	122.54141759428562	0.006369331976937006	1.5267925457838827E20	2.0072440154385697E26	0.0	NaN	NaN	-3.170634429743993	-862.4601294183051
83000	-1718.1359432425127	-1714.9653088127686	-3.170634429743993	561.9558426350445	176.03827868468346	30.588457273019152	218.10332729942792	273.41691772807116	244.70763684781886	403.0533618701571	329.7751510166196	109.37954610697126	252.53496942008553	103.25969164385619	162.48035852776627	104.93025527004477	97.66052089642446	44.25426556349859	118.7746819621668	335.38245605376136	333.64326271319044	136.80709428954697	106.37411722432974	101.24573253002613	107.87687398038878	91.37569753950396	249.47946613071008	73.33178866164741	232.95994472148212	485.6183150507415	36.736723753590496	51.870899755928946	168.05251811027745	397.1231586943265	110.07594247823458	163.92877254425073	124.51300317904155	118.21636359722734	322.08081207005563	168.4164640794093	122.54141759428562	0.005223840510063772	2.9683148087303995E20	6.0797136883116164E26	0.0	NaN	NaN	-3.170634429743993	-860.279785326619
84000	-1712.6454463507348	-1709.4748119209908	-3.170634429743993	555.4007938409842	249.06107279629765	28.03849708455266	218.10332729942792	287.4398544580424	403.89488374951077	404.6746374612189	245.46137914771256	109.37954610697126	143.38690340365062	103.25969164385619	196.26234064866105	104.93025527004477	97.66052089642446	40.949499030821386	107.35622305078887	348.89767190391353	343.0125204602065	135.58722925769678	106.37411722432974	110.65667371542659	107.87687398038878	18.72695507608022	128.24462210997007	31.647782774025302	236.01881227276982	485.6183150507415	38.572980726462504	51.870899755928946	168.05251811027745	402.32274469781527	110.07594247823458	163.92877254425073	124.51300317904155	118.21636359722734	322.08081207005563	168.4164640794093	122.54141759428562	0.005962113150963888	3.0423020079531216E21	5.303054921687929E27	0.0	NaN	NaN	-3.170634429743993	-854.5007960763683
85000	-1713.9761259367278	-1710.8054915069838	-3.170634429743993	543.6852976437577	176.11740277362316	38.7017565312086	217.68361431872916	285.4163007893	299.5474306878855	424.7780440623488	244.98901896703967	109.16905864723155	143.1109729748677	103.06098108999848	147.92394755131983	104.72832992231996	95.292104357954	40.87069676535777	107.14962922697549	350.45634091126783	286.88516893783367	135.32630834080354	106.16941334217333	110.44372858096034	107.66927822801122	10.360424712456872	139.97535952802403	120.75876918056827	338.53493443217997	453.58997685063355	38.49875177766287	51.77108060040456	167.72912174506214	399.6818085962222	109.86411488948194	163.6133118192872	124.27339324577224	117.98887077101912	279.99028522264774	168.0923673450185	122.3056017345535	0.005824984110089644	6.409037806661509E21	1.1220342206296477E28	0.0	NaN	NaN	-3.170634429743993	-854.1621668027468
86000	-1715.5498790509685	-1712.3792446212244	-3.170634429743993	515.0519729934866	160.20705970126505	38.75158004917222	213.24818379669858	293.0793329507886	299.9330593551993	419.8073165277348	102.90614369604367	109.30959972448719	353.97791386932613	114.51802668509016	148.3118107972617	104.86315413431603	95.41478064706354	43.028078282714866	103.97723703801762	350.9075082318719	290.19172017508697	135.50052350204902	127.5197126491743	97.32031829015429	107.80788853148924	2.1501499990965116	168.5074912612063	101.03912373595405	362.2343814170692	454.17391542048915	38.54831395319938	50.60924556084782	165.9296512103765	410.0072913506931	110.00555076196848	163.8239428477249	105.54180219513313	118.14076621839051	280.35073658857425	168.30876457952664	125.79795358151443	0.006129017175541665	1.4170030140786687E22	3.697195894191886E27	0.0	NaN	NaN	-3.170634429743993	-855.3018114285642
87000	-1709.3060426076613	-1706.1354081779173	-3.170634429743993	504.7841301018843	120.44975202446274	35.67436711035835	211.4820555029728	291.49073840009083	211.6944870632051	412.95998027128377	78.22432370808443	109.30959972448719	429.81925350163056	113.72918311628631	176.75031009946287	104.86315413431603	95.41478064706354	38.023186470509394	125.59610133214274	344.8967665743812	259.43284014309165	135.33544375166207	127.5197126491743	107.71267406662892	107.80788853148924	62.212535860389906	99.92578341295166	14.20235328264846	271.94870563858524	426.96140748245807	38.54831395319938	50.60924556084782	165.9296512103765	404.5776086307011	110.00555076196848	175.59283579431994	105.54180219513313	118.98863536428435	290.61939493212765	168.30876457952664	126.0652880505807	0.006689112482466734	7.761083014814411E21	1.9456497902296912E28	0.0	NaN	NaN	-3.170634429743993	-848.3100478154272
88000	-1711.539421216248	-1708.368786786504	-3.170634429743993	539.0617559768913	117.09840371852457	39.984098307288725	211.4820555029728	286.15124570537085	211.6944870632051	389.99050899616736	283.31862918761846	109.30959972448719	397.03057013465116	107.61160951567413	140.47984302057762	104.86315413431603	92.83733054713657	37.57750510082183	138.55415489955624	349.1152499333427	253.11262528322038	135.33544375166207	127.5197126491743	99.0201977902473	120.06050581388158	66.66226093173462	106.26295170717584	66.66009402704586	239.26159124508925	453.850725518181	38.54831395319938	50.60924556084782	165.9296512103765	380.99773066069343	110.38416955054659	172.38826532804606	105.54180219513313	118.98863536428435	337.24613439638335	168.30876457952664	126.0652880505807	0.006124891223217182	1.4498898779018214E22	7.954402089141859E28	0.0	NaN	NaN	-3.170634429743993	-848.9230495770682
89000	-1702.3568740200917	-1699.1862395903477	-3.170634429743993	569.4941738029355	207.8719015885207	37.212882046024674	211.4820555029728	284.3232824719496	211.6944870632051	420.7617558214307	39.631812805084365	109.30959972448719	102.21770771695994	107.61160951567413	188.74909560184565	104.86315413431603	97.79934468479303	39.2936017507072	145.91515003318827	321.52986443443865	253.11262528322038	135.33544375166207	106.94140048655856	99.76461786548818	120.06050581388158	27.338269913994807	95.28143918456094	54.11085532648191	263.64468776395074	453.850725518181	43.74218671745947	49.26838657442649	165.9296512103765	380.80180495985053	110.38416955054659	172.38826532804606	105.54180219513313	118.98863536428435	291.19282162471484	168.30876457952664	129.7270802863056	0.0075992832590293215	2.9257664986009523E22	3.1367781066046782E29	0.0	NaN	NaN	-3.170634429743993	-845.0577532036043
90000	-1705.2028131475965	-1702.0321787178525	-3.170634429743993	546.5300537443111	169.7486238920846	26.44023980392755	210.2320512113988	263.5038705137065	453.3568892568587	378.0383123249271	94.73456835799091	108.66350486579633	103.19267444483265	106.97555094608128	148.0812821783172	104.24334082493557	108.75144389833872	47.25887938620849	154.73815151775938	322.5535037107075	293.4782763723861	134.53551826820058	106.30930331293689	99.17494040948601	119.35086571151466	17.96486973802586	94.7182603956808	32.16121024687756	262.0863664663266	500.274323572347	43.48364033162256	48.9771765494885	164.94889293460196	369.50603342842703	109.73172324567285	171.7535950480565	104.9179776093043	118.28533075293022	294.90803372952183	170.07324877330697	128.9603040853387	0.006454155845796702	9.04391604113809E22	2.3434870883116802E29	0.0	NaN	NaN	-3.170634429743993	-845.1918930362804
91000	-1709.9614191490396	-1706.7907847192955	-3.170634429743993	574.0600592235684	116.95910706034971	26.44023980392755	209.31034534322518	271.2175278705495	325.62119850302867	380.4172049315829	168.45050439828705	108.66350486579633	270.64722576857037	106.97555094608128	144.0387193068584	104.24334082493557	103.55803466509666	47.25887938620849	127.02369783483665	325.25937435100155	293.4782763723861	146.9593162704847	106.30930331293689	100.12304302575758	119.35086571151466	83.58498725305259	92.45378165052679	59.774950733315194	262.0863664663266	500.274323572347	43.48364033162256	48.9771765494885	164.94889293460196	370.0098134474903	109.73172324567285	171.7535950480565	104.9179776093043	118.28533075293022	307.5601078687567	170.07324877330697	128.9603040853387	0.005923047411780797	1.8963997916148903E23	1.396938322434271E30	0.0	NaN	NaN	-3.170634429743993	-848.8129322076693
92000	-1711.3109496922882	-1708.1403152625442	-3.170634429743993	536.3079932289371	236.75190357302637	32.62537872497498	209.31034534322518	266.30070204427494	185.6459171525293	382.48347426536736	43.62950945383749	108.55697309896118	194.02970258054745	106.97555094608128	131.57438691006223	104.24334082493557	103.55803466509666	43.4010091406801	127.02369783483665	323.5651720979768	294.27482472093305	146.9593162704847	106.30930331293689	103.6384404475164	103.03387874449265	41.586046880026174	96.5495798547384	68.29124405450068	250.18823097424126	466.7597979982961	55.38688155933313	48.9771765494885	164.94889293460196	373.082188693312	109.73172324567285	171.7535950480565	104.9179776093043	118.28533075293022	241.97488790355317	170.07324877330697	125.20188756020069	0.006114630100460939	1.5504477953452806E24	1.5870142773292559E30	0.0	NaN	NaN	-3.170634429743993	-850.8631403887515
93000	-1703.5148655454848	-1700.3442311157407	-3.170634429743993	568.419701214427	209.73038085857502	32.96892117200314	211.5143653741858	268.4975110341785	187.60075277902106	378.29003368682737	32.3207740825382	109.70006873916101	297.6080264058274	108.10199434629443	138.45938922781684	105.34101428630062	96.34105486928576	38.03307444827086	88.52652192430989	328.9921411946612	325.3665475223334	136.29615429583922	107.42873118256733	105.7701884798688	103.99152512831745	40.636174439783616	99.11381316825519	56.81299110100302	252.82269164398795	468.85253295353033	37.30332360937724	49.492902028790326	166.6857906666108	375.74110956558013	111.7254330898994	172.5374438788711	106.02275493829679	119.53086516701167	246.1492073941881	171.86410553393316	119.56328138646906	0.006856198880072111	3.5850789932767456E24	6.207111471104766E30	0.0	NaN	NaN	-3.170634429743993	-850.0475578485093
94000	-1704.5266890627618	-1701.3560546330177	-3.170634429743993	564.2337708530014	193.1265923375702	33.06528419436542	212.13258892521307	265.7642660726794	189.7641352935813	381.1898025757353	142.49814457137722	110.02070495658239	239.84961361967004	108.41795964113231	136.823200723408	105.64890966638832	96.62264476955394	43.04488983496901	120.07651999114087	345.32062672990173	268.8524614897854	136.11299802209422	107.74272863402436	105.47297806670976	104.29547616175122	38.219443521850806	99.40350740923185	84.26872267209176	274.6122928664879	443.8578162719615	39.369864768454555	49.63756207393078	167.17298727488563	380.5915507913798	112.05198913190962	166.1014025122594	106.33264294014334	119.88023527144966	319.9417237070572	172.36643755015038	119.91274623846837	0.0053828311826386865	1.2174385916264556E25	4.3098389920073436E29	0.0	NaN	NaN	-3.170634429743993	-852.2552766085686
95000	-1703.7070660234276	-1700.5364315936836	-3.170634429743993	575.8628827201914	132.73345953223983	32.77920738125543	210.2972435932399	233.51161002708383	377.3088175187401	407.16118559116165	136.77028899257783	109.06881921245635	216.763621360293	107.4799406543393	142.55242639710627	104.73484816284149	95.7866774109355	42.6180278314558	87.88949247627718	337.0664569683276	315.20143484506764	134.93536493513466	106.81055166369462	109.77444900466213	103.3931244001043	80.46720196931952	98.54348036562843	44.38741231967576	223.2951925090302	429.21111012601745	42.27821561003936	49.208103930302336	165.7266269425034	375.3125646303774	111.08252896441003	168.58924569442786	105.41266585955738	118.84304607144952	254.08645160563051	170.87514411829562	118.87527575753984	0.006532809780080377	2.805919680377945E25	6.329074329738591E29	0.0	NaN	NaN	-3.170634429743993	-850.9412538240529
96000	-1712.0096654418871	-1708.839031012143	-3.170634429743993	574.0149602212866	132.30752281433843	32.674020128119835	209.62240758704013	260.5234883492666	185.41081147095105	405.854620542238	320.03941418367174	108.71882144215449	377.07372143552993	117.63347631157882	142.0949809809886	104.39875794388998	95.4793015379727	42.299326697337	123.29590063422447	329.0274898087421	291.08985773027047	134.14509198451861	106.46780058967607	109.42218689469185	103.06133972263301	43.332092340309934	98.2272580148705	47.33279274413799	287.7293517664486	499.8008948536159	42.142546394009514	47.50481603903133	165.1948163817185	399.2230294828181	110.7260692746677	165.92691047229744	105.0744005489139	118.46168317194049	260.5257267586921	170.3268121580411	123.67744429894321	0.006457368329261251	2.4145415814843012E26	2.7298042863638733E29	0.0	NaN	NaN	-3.170634429743993	-855.3461193608027
97000	-1716.6647221784035	-1713.4940877486595	-3.170634429743993	576.9775618816609	132.37296373932895	32.690181099581324	209.7260894031564	250.79877399349817	226.95486606162538	409.6390117260181	35.68554028068166	110.70963770636611	299.13363614018186	117.69165927303054	140.43424941818697	104.4503948511677	95.52652677261686	42.320248463587845	137.40402490555212	328.3013708551304	322.52643601816607	134.2114417937787	106.52046087084597	112.11124729833139	103.11231512644036	80.39340536085503	129.41687366758404	57.79297458678152	279.8228492486383	500.048102511764	42.1633906147977	47.52831250421314	165.2765237658317	400.35153266011275	110.78083574780366	166.00897995913505	105.12637163731826	118.52027577467241	376.77017980537875	170.41105789026562	119.33219542376753	0.006684834631911303	1.4432582437300615E26	1.6139466886071336E30	0.0	NaN	NaN	-3.170634429743993	-859.8456589973638
98000	-1720.0433637322797	-1716.8727293025356	-3.170634429743993	574.598880252445	89.32725263806014	32.5947701633354	209.11397402563077	240.30444735472315	201.8515628434655	410.75667575059043	187.74935344263147	110.38651590557721	346.9990820580032	117.80833596809462	129.3504291698153	104.14554153959843	95.24771903741548	38.46866246944844	145.45635618260167	326.50455525093076	316.83580169380514	133.81972664000048	105.85324577769491	108.97135449207849	107.27731042592795	30.780860498514595	191.0788389312692	160.89558896035888	240.03260591714326	440.07856549046784	42.04033077118269	47.38959437412991	164.7941407584102	397.94668644079417	110.45750614541917	165.5244591742889	104.81954539149541	118.17435751740304	340.138662778319	185.91049965905069	118.98390746369228	0.0062664686852424	3.5982853093899334E25	8.39434074476707E30	0.0	NaN	NaN	-3.170634429743993	-860.3804901504645
99000	-1730.4794318797449	-1727.3087974500008	-3.170634429743993	559.9027543101413	158.1764173251472	32.94735693269891	211.37601852421108	277.03369009948244	244.8112300654572	407.55618535818644	23.570311524236192	104.92565796477015	342.17762229480013	119.08270177509166	140.84725932145204	105.27211306782371	95.48958881003111	44.231847859567246	195.0064587330355	328.9323384280151	273.4470483305221	135.26729214994785	106.99829002155283	100.15880010903128	108.43775917643431	156.8588247035985	246.60325854193647	177.3683598474559	298.84558076884196	502.81154476856005	41.02302433958281	47.902220905873854	166.5767651919889	383.3165683018958	111.65235596484119	178.05741368605447	125.1508040139021	119.45268268214186	281.17726452661833	187.74624892598467	120.41441212212362	0.0045337952793649315	7.006137491363467E25	9.60657040460994E31	0.0	NaN	NaN	-3.170634429743993	-865.8847225302321
100000	-1730.4190422087283	-1727.2484077789843	-3.170634429743993	569.573919639529	241.9269142974693	37.82642721269749	210.36551693755297	283.55459059200035	262.59967996723236	392.86133309950714	2.443847114969056	104.42405165864892	288.9800885190382	110.95366245539535	185.10340043491146	104.76885050271062	98.44049139718949	44.020393633326385	115.42286682974277	326.0128359291491	239.89420846261177	134.62063500173022	108.07685585731137	99.67998218477203	107.91936296258528	199.45025700934008	257.52263667412444	123.7181020900069	345.64112037243217	466.7866328791556	42.21741807746395	54.49934161919917	165.78043036317484	385.2360758093275	111.11859208924022	180.29792312367854	124.55250962407236	118.88162866085966	261.54429317858927	186.84871152437503	119.83876046894439	0.006237496276296886	3.832167333179285E25	9.919966925152664E31	0.0	NaN	NaN	-3.170634429743993	-865.7250611741355
101000	-1722.791926766311	-1719.621292336567	-3.170634429743993	547.5707993734483	243.73731987172707	37.76190365480192	210.00667967451915	265.74338587507157	204.2829792164656	387.1593282338472	50.22025306731927	104.24592721393199	236.4587036651466	102.51070401077207	176.8942310952881	104.5901379070681	98.27257358908619	43.945304532227446	125.73890542888215	325.4567297979649	315.08435578028167	134.39100183316185	109.55220862510363	98.25614033574273	112.52587344468364	23.658521902710632	261.163799477263	18.389436957993095	279.839321707121	465.990397639647	40.39159586888132	54.40637773962197	165.4976454430886	384.06471845140186	110.92904823225291	179.9903745567545	124.34005046104916	118.67884277239902	293.7658605885421	186.5299887544987	119.63434192431758	0.00561923843245832	8.91645044374102E25	4.133690213981333E32	0.0	NaN	NaN	-3.170634429743993	-856.5160441021156
102000	-1721.867067842148	-1718.6964334124038	-3.170634429743993	553.5138567591202	189.51821675394677	37.817539646753936	210.31609018642155	289.23594948246034	191.8594884489767	399.98244906661046	46.193284160844875	104.39951654619986	232.72618987082276	102.66173677531368	162.2047054111617	104.74423437752287	98.41736216127491	40.66716783151765	124.54354102312946	335.29821738516796	328.51141243628615	134.5890050049501	109.71361589559268	98.40090469621904	112.69166192416793	23.69337886718489	157.61651356521435	109.89436181375738	280.2516192012484	438.05277600699765	40.4511062824249	54.48653664320191	165.74147916911366	393.9778159012778	103.99571822448503	180.25556094994647	124.52324519905821	118.8536966463382	274.2331864990401	186.80481020015523	119.81060357005799	0.005531741942757361	1.860970693250538E26	2.225082324059242E33	0.0	NaN	NaN	-3.170634429743993	-856.8096871600031
103000	-1727.2746502116	-1724.1040157818559	-3.170634429743993	567.7968439677919	106.17537775190989	26.23342896197151	212.29963754222234	280.1957028600546	343.5696622438582	401.37036560236356	358.0256415226195	113.35477834958252	422.3940677433235	103.62996710111564	163.7345014159827	105.02958828686491	103.69239672927047	45.93094600271563	145.56324056743185	318.79751082072335	281.8877743127024	138.44392910151396	110.74835438142203	101.09169351314786	106.42178802549397	23.916837466858997	209.0987047711132	145.57756702410353	244.4390359775432	463.3231023739684	44.62241604587751	55.000413758307886	167.3046314341686	387.8387026502539	104.97652968648937	181.9555994062231	125.69765726392396	119.97463768085926	303.3757408168445	188.56661637958234	119.11614493551383	0.0062729385990923	1.3504133064683943E26	2.5999907990864386E33	0.0	NaN	NaN	-3.170634429743993	-859.7211320932963
104000	-1718.8189300466977	-1715.6482956169536	-3.170634429743993	555.2671679523465	132.63872917410038	30.997792072767517	208.8525614864705	265.03535630682785	434.0896815465879	398.1569374463792	397.0614554662152	111.51425451837159	124.6857931195517	111.01905689378887	137.32297653304263	103.3242392663932	102.00875947926386	41.76717787725202	140.788107670611	311.21179785914615	277.31080654915996	139.27360251805072	108.95015064908549	98.28319521506933	104.69383407531343	180.85929918445427	202.6351151304037	172.88079132285065	254.6981458748768	466.11099044527646	38.44736266513107	54.10738063061354	169.79240695942434	380.3996762850877	103.27204217022476	179.0012147582586	104.35269942703097	123.41657941506462	372.4956187564509	185.50488968159434	117.18207469491337	0.005757636531051858	1.5946207907990433E26	2.220597474240061E34	0.0	NaN	NaN	-3.170634429743993	-856.8389614402678
105000	-1715.6868003426246	-1712.5161659128805	-3.170634429743993	557.6799167446403	146.40673139448205	31.083467766860156	211.69772527756933	292.92413040316706	467.1698227771411	409.4054177725229	52.16813466847109	111.8224719918825	162.3123525242552	118.56824733894399	146.45469143826057	103.60982011986049	102.29070444009845	41.36625544939543	145.63229245056596	324.16759718776655	283.5355537793815	139.65854485641165	109.25128112174772	98.55484298107558	104.98320039148737	133.9996425593684	225.09746403592192	83.87147759111653	228.36976446429216	467.3992880936012	38.553628442855945	54.25692958494487	170.2617011041092	403.853473935141	103.55747875462819	178.1349158230741	104.64112287128351	123.75769406862133	235.15795067917378	186.01761201174418	117.50595762054672	0.005815513419489926	2.5529157989265877E26	1.2741563031880753E34	0.0	NaN	NaN	-3.170634429743993	-852.6271617750034
106000	-1711.0889818064527	-1707.9183473767087	-3.170634429743993	553.7299495380828	102.2796107379167	31.124929536579486	211.98010568638983	286.74247758672635	467.7929735709035	409.9515174960431	52.23772095795895	111.97163030388128	169.5789261395209	118.72640373912638	164.03442228297774	103.7480236991616	97.54074345099137	41.42143327480597	147.34245761474168	314.42738071056743	283.9137575861838	139.8448332869563	107.0443086420904	103.30536591293608	105.12323590205776	78.0337500507181	141.0970006980548	83.98335249246233	223.47068598339706	468.02274496769485	39.73804871174132	54.3293020865268	170.48881062406844	400.76890799890447	103.69561251657018	178.3725273056225	107.27274396450987	123.92277259367378	285.0575532963163	163.1257716669445	117.26366608185054	0.006016497940321325	1.393301140766172E27	4.8907381363122375E34	0.0	NaN	NaN	-3.170634429743993	-852.3096313898018
107000	-1713.4067219988997	-1710.2360875691556	-3.170634429743993	564.0968075966772	102.2796107379167	31.124929536579486	211.98010568638983	286.74247758672635	194.3476490853604	392.175443867883	2.71463802076785	111.97163030388128	307.7822102732441	118.72640373912638	151.42058662398662	102.17987039600956	94.07900561064505	39.162437323590495	146.12651711201272	330.1201870427958	308.44301650978923	139.8448332869563	107.0443086420904	103.30536591293608	107.4889998899323	26.91261123568305	176.94867804747963	144.0459882029835	223.47068598339706	468.02274496769485	39.73804871174132	54.3293020865268	164.21028301904659	368.60677437769556	103.69561251657018	178.3725273056225	107.27274396450987	123.92277259367378	278.6110128212778	163.1257716669445	117.26271627675841	0.007865439505251893	6.660546477938047E26	2.2770053316128487E34	0.0	NaN	NaN	-3.170634429743993	-853.4156535869997
108000	-1700.958813831684	-1697.78817940194	-3.170634429743993	576.9064408214908	102.2796107379167	31.124929536579486	211.98010568638983	286.74247758672635	333.25708299021744	392.175443867883	150.58485583431292	111.97163030388128	223.26090363664136	106.46463111350867	151.42058662398662	102.17987039600956	94.07900561064505	39.162437323590495	145.9103653218991	326.06314579930586	319.60322214535614	134.88498278490658	104.18900399507862	97.53037892694853	107.4889998899323	26.91261123568305	95.53389011769478	9.69850603704768	229.023885507231	468.02274496769485	39.73804871174132	54.3293020865268	167.31597169947685	376.52548512908055	103.69561251657018	165.76828827931206	107.27274396450987	123.92277259367378	271.69388646392997	163.1257716669445	117.42783853345303	0.0057741298761136125	1.2203500301757405E27	4.74042929155546E34	0.0	NaN	NaN	-3.170634429743993	-846.810830672933
109000	-1698.4433600736406	-1695.2727256438966	-3.170634429743993	508.90269356839906	78.49530661177118	36.954377833183706	211.98010568638983	295.43102737930155	221.19008269827344	397.5865257308551	1.92077086744235	110.24002136026124	398.7758517102386	106.46463111350867	161.9053353619994	106.3449944992406	92.09638651374252	39.30719900545762	126.31631480217038	325.9697982902922	314.88735008997537	134.88498278490658	104.18900399507862	97.53037892694853	107.4889998899323	15.305306955304609	130.01441799034717	66.22021959621048	273.573428365071	468.02274496769485	41.00906134634273	54.3293020865268	167.31597169947685	379.8377189980441	103.69561251657018	165.76828827931206	107.27274396450987	123.92277259367378	271.69388646392997	166.9965916448159	118.1275334305446	0.006313630643096494	9.188997785056874E25	4.1555115136221095E34	0.0	NaN	NaN	-3.170634429743993	-844.6948320086827
